Internal_ID,MBLU,Block,Lot,Unit,Location,Primary_Use,Bldg_,Stories,Living_AreaGBA,Heat_Type_Desc,Line_
1267,    229,     47,      0,       ,160 WYMAN RD,1010,1,2,2416,Hot Water,1
1268,    229,     48,      0,       ,152 WYMAN RD,1010,1,1,1040,Hot Water,1
1269,    229,     49,      0,       ,134 WYMAN RD,1010,1,2,3266,Hot Water,1
1270,    246,      4,      0,       ,1 STONECLEAVE LN,1010,1,2,3050,Hot Water,1
1271,    246,      5,      0,       ,17 STONECLEAVE LN,1010,1,2,2938,Hot Water,1
1272,    246,      6,      0,       ,23 STONECLEAVE LN ,1040,1,2,4368,Hot Water,1
1273,    246,      7,      0,       ,26 STONECLEAVE LN,1010,1,2,3069,Hot Water,1
1274,    246,      8,      0,       ,6 STONECLEAVE LN,1010,1,2,2596,Forced Air-Duc,1
1275,    246,     10,      0,       ,743 OLD DUNSTABLE RD,1010,1,2,2566,Forced Air-Duc,1
1276,    246,      9,      0,       ,723 OLD DUNSTABLE RD,1010,1,1,1240,Forced Air-Duc,1
1278,    247,      9,      0,       ,515 OLD DUNSTABLE RD ,1010,1,2,3234,Forced Air-Duc,1
1279,    247,      5,      0,       ,499 OLD DUNSTABLE RD,1010,1,2,2016,Hot Water,1
1281,    247,      7,      0,       ,505 OLD DUNSTABLE RD,1010,1,2,3280,Forced Air-Duc,1
1283,    247,     10,      0,       ,535 OLD DUNSTABLE RD,1010,1,1,1724,Forced Air-Duc,1
1285,    247,     53,      0,       ,530 OLD DUNSTABLE RD,1010,1,2,2940,Forced Air-Duc,1
1287,    247,     51,      0,       ,566 OLD DUNSTABLE RD,1010,1,2,2192,Hot Water,1
1288,    247,     49,      0,       ,568 OLD DUNSTABLE RD,1010,1,2,2760,Hot Water,1
1289,    247,     48,      0,       ,574 OLD DUNSTABLE RD,1010,1,2,2178,Electr Basebrd,1
1290,    247,     47,      0,       ,580 OLD DUNSTABLE RD,1010,1,2,2528,Forced Air-Duc,1
1291,    247,     46,      0,       ,590 OLD DUNSTABLE RD,1010,1,2,2466,Forced Air-Duc,1
1292,    247,     45,      0,       ,598 OLD DUNSTABLE RD,1010,1,1.75,1783,Forced Air-Duc,1
1293,    247,     44,      0,       ,606 OLD DUNSTABLE RD,1010,1,2,1488,Hot Water,1
1294,    247,     43,      0,       ,616 OLD DUNSTABLE RD,1010,1,2,1568,Hot Water,1
1296,    247,     41,      0,       ,634 OLD DUNSTABLE RD,1010,1,2,2040,Forced Air-Duc,1
1297,    247,     40,      0,       ,16 ISLAND POND RD,1010,1,2,2676,Forced Air-Duc,1
1298,    247,     39,      0,       ,24 ISLAND POND RD,1010,1,2,1997,Hot Water,1
1302,    246,      3,      0,       ,683 OLD DUNSTABLE RD,1010,1,1,1288,Hot Water,1
1303,    247,     12,      0,       ,551 OLD DUNSTABLE RD,1010,1,2,2136,Hot Water,1
1304,    247,     26,      0,       ,46 WHISPERING BROOK RD,1010,1,2,1772,Hot Water,1
1305,    247,     25,      0,       ,54 WHISPERING BROOK RD,1010,1,2,1666,Hot Water,1
1306,    247,     24,      0,       ,58 WHISPERING BROOK RD,1010,1,2,2206,Hot Water,1
1307,    247,     23,      0,       ,62 WHISPERING BROOK RD,1010,1,2,2100,Hot Water,1
1312,    247,     18,      0,       ,625 OLD DUNSTABLE RD,1010,1,2,2304,Forced Air-Duc,1
1313,    247,     17,      0,       ,605 OLD DUNSTABLE RD,1010,1,1.75,1779,Forced Air-Duc,1
1314,    247,     16,      0,       ,597 OLD DUNSTABLE RD,1010,1,1,1695,Forced Air-Duc,1
1315,    247,     15,      0,       ,579 OLD DUNSTABLE RD,1040,1,2,2870,Hot Water,1
1316,    247,     13,      0,       ,561 OLD DUNSTABLE RD,1010,1,2,1803,Hot Water,1
1318,    247,     21,      0,       ,655 OLD DUNSTABLE RD,1010,1,1.75,1901,Hot Water,1
1319,    247,     19,      0,       ,639 OLD DUNSTABLE RD,1010,1,1.75,1989,Hot Water,1
1320,    247,     20,      0,       ,651 OLD DUNSTABLE RD,1010,1,1,1060,Hot Water,1
1322,    246,     12,      0,       ,15 BRYANWOOD LN,1010,1,2,3055,Forced Air-Duc,1
1323,    246,     14,      0,       ,21 BRYANWOOD LN,1010,1,2.5,2904,Forced Air-Duc,1
1324,    246,     15,      0,       ,27 BRYANWOOD LN,1010,1,2,2907,Forced Air-Duc,1
1325,    246,     17,      0,       ,22 BRYANWOOD LN,1010,1,2,3085,Forced Air-Duc,1
1326,    246,     18,      0,       ,16 BRYANWOOD LN,1010,1,2,2685,Forced Air-Duc,1
1327,    246,     19,      0,       ,10 BRYANWOOD LN,1010,1,2.75,3636,Forced Air-Duc,1
1329,    247,     28,      0,       ,7 ISLAND POND RD,1010,1,2,2080,Hot Water,1
1330,    246,     25,      0,       ,686 OLD DUNSTABLE RD,1010,1,2.5,1990,Forced Air-Duc,1
1331,    246,     21,      0,       ,728 OLD DUNSTABLE RD,1010,1,1,1440,Hot Water,1
1332,    246,     22,      0,       ,718 OLD DUNSTABLE RD,1010,1,1,2352,Hot Water,1
1333,    246,     23,      0,       ,712 OLD DUNSTABLE RD ,1050,1,1.75,4436,Hot Water,1
1334,    246,     24,      0,       ,700 OLD DUNSTABLE RD,1010,1,1.75,1685,Electr Basebrd,1
1335,    246,     26,      0,       ,684 OLD DUNSTABLE RD,1010,1,2,3362,Forced Air-Duc,1
1336,    246,     27,      0,       ,678 OLD DUNSTABLE RD,1010,1,1,2078,Forced Air-Duc,1
1337,    246,     28,      0,       ,672 OLD DUNSTABLE RD,1040,1,1,1380,Electr Basebrd,1
1338,    246,     29,      0,       ,660 OLD DUNSTABLE RD,1010,1,1,1296,Hot Water,1
1339,    247,     27,      0,       ,652 OLD DUNSTABLE RD ,1010,1,1,1718,Hot Water,1
1344,    246,     32,      0,       ,65 ISLAND POND RD ,1013,1,1.75,1136,Forced Air-Duc,1
1344,    246,     32,      0,       ,65 ISLAND POND RD ,1013,2,2,1620,Forced Air-Duc,1
1346,    246,     31,      0,       ,63 ISLAND POND RD ,1010,1,1,672,Hot Water,1
1348,    247,     30,      0,       ,67 ISLAND POND RD,1013,1,1,406,Floor Furnace,1
1349,    247,     32,      0,       ,104 ISLAND POND RD,1010,1,1.75,1454,Hot Water,1
1365,    205,      7,      0,       ,491 TOWNSEND RD ,1010,1,2,3056,Forced Air-Duc,1
1377,    202,      4,      0,       ,643 TOWNSEND RD,1010,1,1,1184,Forced Air-Duc,1
1378,    202,      3,      0,       ,635 TOWNSEND RD,1010,1,1,2472,Hot Water,1
1379,    202,      2,      0,       ,623 TOWNSEND RD,1010,1,2,1768,Forced Air-Duc,1
1380,    202,      1,      0,       ,613 TOWNSEND RD,1010,1,1,2112,Forced Air-Duc,1
1381,    201,      1,      0,       ,601 TOWNSEND RD,1010,1,2,1792,Forced Air-Duc,1
1384,    202,     82,      0,       ,674 TOWNSEND RD,1010,1,2,2352,Hot Water,1
1387,    202,     86,      0,       ,650 TOWNSEND RD,1010,1,2,1128,Hot Water,1
1388,    202,     85,      0,       ,656 TOWNSEND RD ,1010,1,1.75,1724,Forced Air-Duc,1
1389,    202,     87,      0,       ,640 TOWNSEND RD,1010,1,2,1632,Hot Water,1
1390,    202,     84,      0,       ,668 TOWNSEND RD,1010,1,2,1824,Hot Water,1
1393,    202,     90,      0,       ,614 TOWNSEND RD,1010,1,1,1220,Electr Basebrd,1
1394,    202,     89,      0,       ,622 TOWNSEND RD,1010,1,1,2603,Hot Water,1
1395,    202,     88,      0,       ,630 TOWNSEND RD,1010,1,2,1776,Hot Water,1
1396,    204,     13,      0,       ,52 FIELDSTONE DR,1010,1,1.75,2088,Hot Water,1
1397,    205,     10,      0,       ,570 TOWNSEND RD,1010,1,1,988,Hot Water,1
1398,    205,      9,      0,       ,594 TOWNSEND RD,1010,1,1.5,1664,Hot Water,1
1404,    206,     23,      0,       ,366 TOWNSEND RD,1010,1,1,856,Hot Water,1
1405,    206,     21,      0,       ,380 TOWNSEND RD,1010,1,1,1300,Hot Water,1
1406,    206,     20,      0,       ,386 TOWNSEND RD,1010,1,1.75,1613,Hot Water,1
1407,    206,     19,      0,       ,396 TOWNSEND RD,1010,1,1,1636,Hot Air-no Duc,1
1408,    205,     39,      0,       ,406 TOWNSEND RD,1010,1,1,944,Forced Air-Duc,1
1409,    205,     38,      0,       ,414 TOWNSEND RD,1010,1,2,1552,Hot Water,1
1410,    205,     37,      0,       ,426 TOWNSEND RD,1010,1,1,1032,Hot Water,1
1411,    205,     33,      0,       ,432 TOWNSEND RD,1010,1,1,1875,Hot Water,1
1412,    205,     35,      0,       ,40 CANDICE LN,1040,1,2,2800,Hot Water,1
1415,    205,     32,      0,       ,440 TOWNSEND RD,1010,1,1,944,Forced Air-Duc,1
1417,    205,     26,      0,       ,494 TOWNSEND RD,1010,1,1.75,1762,Hot Water,1
1418,    205,     27,      0,       ,486 TOWNSEND RD,1010,1,1.75,1731,Hot Water,1
1419,    205,     28,      0,       ,476 TOWNSEND RD,1010,1,1,1518,Hot Water,1
1420,    205,     25,      0,       ,504 TOWNSEND RD,1010,1,1.75,1591,Hot Water,1
1421,    205,     29,      0,       ,468 TOWNSEND RD,1010,1,1.75,2684,Hot Water,1
1422,    205,     30,      0,       ,458 TOWNSEND RD,1010,1,1.75,1687,Forced Air-Duc,1
1423,    205,     31,      0,       ,450 TOWNSEND RD,1010,1,1.75,1469,Forced Air-Duc,1
1424,    206,     27,      0,       ,346 TOWNSEND RD,1010,1,2,2314,Forced Air-Duc,1
1425,    206,     26,      0,       ,354 TOWNSEND RD,1010,1,1,952,Hot Water,1
1426,    206,     25,      0,       ,358 TOWNSEND RD,1010,1,1,849,Hot Water,1
1428,    206,     29,      0,       ,340 TOWNSEND RD,1010,1,1.75,2718,Forced Air-Duc,1
1429,    206,     28,      0,       ,342 TOWNSEND RD,1010,1,2,1981,Forced Air-Duc,1
1431,    206,     31,      0,       ,328 TOWNSEND RD ,0101,1,1.75,1201,Forced Air-Duc,1
1432,    206,     30,      0,       ,338 TOWNSEND RD,1010,1,1.5,1439,Steam,1
1433,    206,     33,      0,       ,308 TOWNSEND RD,1010,1,1.75,1382,Hot Water,1
1434,    213,     62,      0,       ,532 PEPPERELL RD,1010,1,2,1666,Forced Air-Duc,1
1435,    213,     63,      0,       ,524 PEPPERELL RD,1010,1,2,1632,Forced Air-Duc,1
1436,    213,     64,      0,       ,510 PEPPERELL RD,1010,1,2,2002,Forced Air-Duc,1
1437,    213,     65,      0,       ,500 PEPPERELL RD,1010,1,2,1728,Hot Water,1
1441,    213,     59,      0,       ,2 THRONE HILL RD,1010,1,1.75,2324,Forced Air-Duc,1
1442,    213,      6,      0,       ,23 CASTLE DR,1010,1,2,3124,Hot Water,1
1443,    213,      7,      0,       ,35 CASTLE DR,1010,1,2,2090,Hot Water,1
1444,    213,      8,      0,       ,41 CASTLE DR,1010,1,2,1802,Hot Water,1
1445,    213,      9,      0,       ,53 CASTLE DR,1010,1,2,2585,Forced Air-Duc,1
1446,    213,     10,      0,       ,57 CASTLE DR,1010,1,2,2410,Hot Water,1
1447,    213,     11,      0,       ,69 CASTLE DR,1010,1,2,2252,Forced Air-Duc,1
1448,    213,     12,      0,       ,79 CASTLE DR,1010,1,2,3333,Hot Water,1
1449,    213,     13,      0,       ,83 CASTLE DR ,1010,1,2,3059,Hot Water,1
1450,    213,     14,      0,       ,93 CASTLE DR,1010,1,2,2588,Hot Water,1
1451,    213,     15,      0,       ,97 CASTLE DR,1010,1,2,1898,Hot Water,1
1452,    213,     31,      0,       ,517 PEPPERELL RD,1010,1,1.75,3400,Forced Air-Duc,1
1453,    213,     16,      0,       ,99 CASTLE DR,1010,1,2,2090,Hot Water,1
1454,    213,     17,      0,       ,101 CASTLE DR,1010,1,2,2030,Hot Water,1
1455,    213,     18,      0,       ,11 ROOKS RUN,1010,1,2,2136,Hot Water,1
1456,    213,     41,      0,       ,104 CASTLE DR,1010,1,2,2616,Hot Water,1
1457,    213,     42,      0,       ,15 ROOKS RUN,1010,1,1,1638,Electr Basebrd,1
1458,    213,     43,      0,       ,53 THRONE HILL RD,1010,1,2,2136,Hot Water,1
1459,    213,     44,      0,       ,55 THRONE HILL RD,1010,1,1.75,2253,Hot Water,1
1460,    213,     45,      0,       ,56 THRONE HILL RD,1010,1,2,2870,Hot Water,1
1461,    213,     46,      0,       ,54 THRONE HILL RD ,1010,1,2,2596,Hot Water,1
1462,    213,     47,      0,       ,50 THRONE HILL RD,1010,1,2,2100,Hot Water,1
1463,    213,     30,      0,       ,10 BISHOP WAY ,1010,1,2,1470,Hot Water,1
1464,    213,     48,      0,       ,48 THRONE HILL RD,1010,1,2,2588,Forced Air-Duc,1
1465,    213,     49,      0,       ,44 THRONE HILL RD,1010,1,2,2157,Hot Water,1
1466,    213,     50,      0,       ,40 THRONE HILL RD,1010,1,2,2326,Hot Water,1
1467,    213,     51,      0,       ,36 THRONE HILL RD ,1010,1,2,3524,Hot Water,1
1468,    213,     52,      0,       ,32 THRONE HILL RD,1010,1,2,1818,Forced Air-Duc,1
1469,    213,     53,      0,       ,30 THRONE HILL RD,1010,1,2,2310,Hot Water,1
1470,    213,     54,      0,       ,24 THRONE HILL RD,1010,1,2,2225,Hot Water,1
1471,    213,     55,      0,       ,20 THRONE HILL RD,1010,1,2,3438,Hot Water,1
1472,    213,     56,      0,       ,16 THRONE HILL RD,1010,1,2,2150,Hot Water,1
1473,    213,     57,      0,       ,10 THRONE HILL RD,1010,1,2,1872,Hot Water,1
1474,    213,     29,      0,       ,8 BISHOP WAY,1010,1,2,1296,Hot Water,1
1475,    213,     58,      0,       ,6 THRONE HILL RD,1010,1,2,2136,Hot Water,1
1476,    213,     25,      0,       ,9 BISHOP WAY,1010,1,2,1802,Hot Water,1
1477,    213,     24,      0,       ,32 CASTLE DR,1010,1,2,3318,Hot Water,1
1478,    213,     23,      0,       ,36 CASTLE DR,1010,1,2,2192,Hot Water,1
1479,    213,     22,      0,       ,42 CASTLE DR,1010,1,2,3105,Hot Water,1
1480,    213,     21,      0,       ,54 CASTLE DR,1010,1,2,2928,Hot Water,1
1481,    213,     20,      0,       ,62 CASTLE DR,1010,1,2,2496,Hot Water,1
1482,    213,     19,      0,       ,2 ROOKS RUN,1010,1,2,1802,Hot Water,1
1483,    213,     40,      0,       ,12 ROOKS RUN,1010,1,2,1914,Forced Air-Duc,1
1484,    213,     39,      0,       ,37 THRONE HILL RD,1010,1,1.75,3808,Hot Water,1
1485,    213,     28,      0,       ,6 BISHOP WAY,1010,1,2,2090,Forced Air-Duc,1
1486,    213,     38,      0,       ,33 THRONE HILL RD,1010,1,2,2056,Forced Air-Duc,1
1487,    213,     37,      0,       ,29 THRONE HILL RD,1010,1,2,2352,Forced Air-Duc,1
1488,    213,     36,      0,       ,25 THRONE HILL RD,1010,1,1.75,1622,Hot Water,1
1489,    213,     35,      0,       ,21 THRONE HILL RD,1010,1,2,2452,Hot Water,1
1490,    213,     34,      0,       ,15 THRONE HILL RD,1010,1,1.75,3202,Hot Water,1
1491,    213,     33,      0,       ,11 THRONE HILL RD,1010,1,1.75,2955,Forced Air-Duc,1
1492,    213,     32,      0,       ,7 THRONE HILL RD,1010,1,2,1932,Forced Air-Duc,1
1494,    213,     27,      0,       ,4 BISHOP WAY ,1010,1,2,2614,Hot Water,1
1495,    213,     26,      0,       ,2 BISHOP WAY,1010,1,2,1976,Hot Water,1
1496,    213,      4,      0,       ,7 CASTLE DR,1010,1,2,1660,Hot Water,1
1497,    213,      5,      0,       ,15 CASTLE DR,1010,1,2,2696,Hot Water,1
1505,    212,      8,      0,       ,321 PEPPERELL RD,0101,1,1.5,1920,Hot Water,1
1507,    212,      9,      0,       ,331 PEPPERELL RD,1010,1,1,2296,Hot Water,1
1508,    213,      2,      0,       ,409 PEPPERELL RD,1010,1,2,3272,Hot Water,1
1509,    212,     11,      0,       ,351 PEPPERELL RD,1010,1,1,1378,Electr Basebrd,1
1510,    212,     10,      0,       ,341 PEPPERELL RD,1010,1,2,2244,Electr Basebrd,1
1512,    206,     34,      0,       ,296 TOWNSEND RD,1010,1,2,3998,Forced Air-Duc,1
1514,    206,     40,      0,       ,20 PARK DR,1040,1,2,1722,Hot Water,1
1515,    206,     39,      0,       ,28 PARK DR,1010,1,1,1091,Hot Water,1
1516,    206,     38,      0,       ,34 PARK DR,1010,1,1,1284,Forced Air-Duc,1
1517,    206,     37,      0,       ,40 PARK DR,1010,1,2,2668,Forced Air-Duc,1
1518,    206,     36,      0,       ,46 PARK DR,1040,1,2,2815,Forced Air-Duc,1
1524,    103,      5,      0,       ,176 KEMP ST,1010,1,2,1344,Steam,1
1525,    206,     43,      0,       ,29 VOSE AVE,1010,1,2,1568,Forced Air-Duc,1
1526,    103,      6,      0,       ,170 KEMP ST,1040,1,2,2280,Hot Water,1
1527,    103,      7,      0,       ,166 KEMP ST,1040,1,2,2206,Forced Air-Duc,1
1529,    206,     50,      0,       ,22 VOSE AVE,1010,1,1.75,1497,Hot Water,1
1530,    206,     49,      0,       ,24 VOSE AVE,1010,1,1.75,1972,Hot Water,1
1531,    206,     48,      0,       ,28 VOSE AVE,1010,1,1.75,2429,Hot Water,1
1532,    205,     11,      0,       ,7 ROCKWOOD LN,1010,1,2,2706,Forced Air-Duc,1
1533,    205,     20,      0,       ,26 ROCKWOOD LN,1010,1,2,2624,Hot Water,1
1534,    205,     21,      0,       ,20 ROCKWOOD LN,1010,1,2,2877,Forced Air-Duc,1
1535,    205,     22,      0,       ,10 ROCKWOOD LN,1010,1,2,3530,Hot Water,1
1536,    205,     12,      0,       ,15 ROCKWOOD LN,1010,1,2,2944,Forced Air-Duc,1
1537,    205,     13,      0,       ,21 ROCKWOOD LN,1010,1,2.5,3204,Forced Air-Duc,1
1538,    205,     14,      0,       ,27 ROCKWOOD LN,1010,1,2,2838,Forced Air-Duc,1
1539,    205,     15,      0,       ,37 ROCKWOOD LN,1010,1,2,3444,Forced Air-Duc,1
1540,    205,     16,      0,       ,41 ROCKWOOD LN,1010,1,2,4273,Forced Air-Duc,1
1541,    205,     17,      0,       ,44 ROCKWOOD LN,1010,1,2,3515,Forced Air-Duc,1
1542,    205,     18,      0,       ,40 ROCKWOOD LN,1010,1,2,2746,Forced Air-Duc,1
1543,    205,     19,      0,       ,36 ROCKWOOD LN,1010,1,2,2696,Forced Air-Duc,1
1545,    206,     51,      0,       ,150 KEMP ST ,1090,1,1.75,1080,Hot Water,1
1545,    206,     51,      0,       ,150 KEMP ST ,1090,2,1,774,Forced Air-Duc,1
1547,    206,     52,      0,       ,140 KEMP ST,1010,1,1.75,1327,Hot Water,1
1550,    103,      8,      0,       ,130 KEMP ST ,1010,1,1.75,1546,Forced Air-Duc,1
1551,    103,      9,      0,       ,122 KEMP ST,1010,1,1.75,1808,Forced Air-Duc,1
1552,    103,     10,      0,       ,112 KEMP ST,1010,1,1,1292,Hot Water,1
1553,    206,     53,      0,       ,106 KEMP ST,1010,1,1.75,2648,Forced Air-Duc,1
1555,    103,     11,      0,       ,92 KEMP ST,1010,1,2,2149,Forced Air-Duc,1
1558,    104,     18,      0,       ,191 PEPPERELL RD,1010,1,1.75,1999,Forced Air-Duc,1
1559,    103,     14,      0,       ,70 KEMP ST,1010,1,1,1175,Hot Water,1
1561,    103,     15,      0,       ,54 KEMP ST ,1010,1,1.75,1728,Hot Water,1
1562,    103,     16,      0,       ,44 KEMP ST,1010,1,2,1764,Hot Water,1
1563,    104,     17,      0,       ,18 KEMP ST ,1010,1,2,4708,Hot Water,1
1564,    104,     19,      0,       ,235 PEPPERELL RD,1010,1,1.75,3919,Hot Water,1
1565,    104,     20,      0,       ,239 PEPPERELL RD,1010,1,1,1188,Forced Air-Duc,1
1566,    212,      1,      0,       ,255 PEPPERELL RD,1010,1,2,2160,Hot Water,1
1567,    103,     12,      0,       ,72 KEMP ST,1010,1,1.75,2095,Hot Water,1
1568,    212,      2,      0,       ,261 PEPPERELL RD,1010,1,1.75,2010,Hot Water,1
1572,    206,     16,      0,       ,359 TOWNSEND RD,1010,1,1,432,Forced Air-Duc,1
1573,    206,     11,      0,       ,313 TOWNSEND RD,1010,1,1.75,1915,Hot Water,1
1574,    206,     14,      0,       ,337 TOWNSEND RD,1010,1,1.5,1344,Hot Water,1
1575,    206,     13,      0,       ,331 TOWNSEND RD,1010,1,1.5,1523,Forced Air-Duc,1
1577,    206,     15,      0,       ,347 TOWNSEND RD ,1010,1,1,1381,Hot Water,1
1579,    206,      7,      0,       ,291 TOWNSEND RD,1010,1,1,1362,Hot Water,1
1580,    206,      5,      0,       ,283 TOWNSEND RD,1010,1,2,2200,Forced Air-Duc,1
1581,    206,      4,      0,       ,273 TOWNSEND RD,1010,1,1,1264,Hot Water,1
1589,    103,     30,      0,       ,183 KEMP ST,1010,1,1,1796,Hot Air-no Duc,1
1590,    103,     26,      0,       ,161 KEMP ST,1010,1,1.75,1188,Hot Water,1
1591,    103,     27,      0,       ,167 KEMP ST ,1010,1,1,1128,Hot Water,1
1593,    103,     29,      0,       ,177 KEMP ST,1010,1,2,1320,Steam,1
1594,    103,     31,      0,       ,208 TOWNSEND RD,1040,1,2,2153,Steam,1
1596,    103,     22,      0,       ,93 KEMP ST,1010,1,2,2759,Forced Air-Duc,1
1606,    213,     76,      0,       ,454 PEPPERELL RD,1010,1,2,1680,Forced Air-Duc,1
1607,    213,     77,      0,       ,440 PEPPERELL RD ,1010,1,2,2157,Hot Water,1
1608,    213,     78,      0,       ,420 PEPPERELL RD,1010,1,2,2592,Electr Basebrd,1
1610,    216,     59,      0,       ,54 FITCHS BRIDGE RD,1010,1,1.75,2270,Hot Water,1
1611,    216,     60,      0,       ,38 FITCHS BRIDGE RD,1010,1,1.75,1489,Hot Water,1
1616,    216,     29,      0,       ,41 FITCHS BRIDGE RD,1010,1,1,2692,Hot Water,1
1617,    216,     30,      0,       ,59 FITCHS BRIDGE RD,1010,1,1,2066,Electr Basebrd,1
1618,    216,     32,      0,       ,168 GRATUITY RD,1010,1,1,1176,Hot Water,1
1619,    216,     33,      0,       ,160 GRATUITY RD,1010,1,1.75,2604,Hot Water,1
1620,    216,     34,      0,       ,150 GRATUITY RD,1010,1,2,2240,Hot Water,1
1621,    216,     35,      0,       ,140 GRATUITY RD,1010,1,2,1892,Forced Air-Duc,1
1622,    216,     36,      0,       ,130 GRATUITY RD,1010,1,2,1666,Hot Water,1
1623,    216,     37,      0,       ,114 GRATUITY RD,1010,1,2,1632,Forced Air-Duc,1
1624,    216,     38,      0,       ,104 GRATUITY RD,1010,1,1.75,1960,Hot Water,1
1625,    216,     39,      0,       ,94 GRATUITY RD,1010,1,1.75,2160,Hot Water,1
1626,    216,     25,      0,       ,15 FITCHS BRIDGE RD,1010,1,1.75,1440,Forced Air-Duc,1
1627,    216,     24,      0,       ,11 FITCHS BRIDGE RD ,0101,1,1.75,2758,Hot Water,1
1628,    216,     28,      0,       ,31 FITCHS BRIDGE RD,1010,1,1.75,1267,Forced Air-Duc,1
1629,    216,     27,      0,       ,25 FITCHS BRIDGE RD,1010,1,1,869,Forced Air-Duc,1
1630,    216,     26,      0,       ,19 FITCHS BRIDGE RD ,1010,1,1,1264,Forced Air-Duc,1
1632,    213,     68,      0,       ,480 PEPPERELL RD ,1010,1,2,2612,Hot Water,1
1633,    213,     75,      0,       ,22 WALLACE RD,1010,1,1.75,1571,Hot Water,1
1634,    213,     74,      0,       ,30 WALLACE RD,1010,1,2,2560,Hot Water,1
1635,    213,     73,      0,       ,40 WALLACE RD,1010,1,1.75,1778,Hot Water,1
1636,    213,     72,      0,       ,48 WALLACE RD,1010,1,1,1536,Hot Water,1
1637,    213,     71,      0,       ,50 WALLACE RD,1010,1,1.75,2315,Hot Water,1
1638,    213,     70,      0,       ,54 WALLACE RD,1010,1,2,2581,Hot Water,1
1639,    213,     69,      0,       ,55 WALLACE RD,1010,1,1.75,2095,Hot Water,1
1641,    216,     23,      0,       ,591 MAIN ST,1010,1,1,1288,Forced Air-Duc,1
1642,    216,     22,      0,       ,583 MAIN ST,1010,1,2,2400,Hot Water,1
1643,    216,     21,      0,       ,577 MAIN ST ,1010,1,1.5,1263,Forced Air-Duc,1
1644,    216,     17,      0,       ,20 ONEILL WAY,1010,1,1.75,2724,Forced Air-Duc,1
1645,    216,     18,      0,       ,18 ONEILL WAY,1010,1,1.75,3636,Forced Air-Duc,1
1646,    216,     19,      0,       ,10 ONEILL WAY ,1010,1,1.75,3919,Forced Air-Duc,1
1647,    216,     20,      0,       ,8 ONEILL WAY,1010,1,1.75,2516,Forced Air-Duc,1
1652,    216,     41,      0,       ,78 GRATUITY RD,1010,1,1.75,2031,Hot Water,1
1653,    216,     43,      0,       ,62 GRATUITY RD,1010,1,2,2092,Forced Air-Duc,1
1654,    216,     42,      0,       ,66 GRATUITY RD,1010,1,2,1680,Forced Air-Duc,1
1655,    216,     40,      0,       ,86 GRATUITY RD,1010,1,1,2764,Hot Air-no Duc,1
1657,    213,     79,      0,       ,242 MAPLE AVE,1010,1,2,1990,Hot Water,1
1658,    213,     80,      0,       ,240 MAPLE AVE,1010,1,1.75,2699,Hot Water,1
1659,    213,     81,      0,       ,238 MAPLE AVE,1010,1,2,1870,Hot Water,1
1660,    213,     82,      0,       ,236 MAPLE AVE ,1010,1,2,2480,Hot Water,1
1661,    216,      8,      0,       ,40 ANTHONY DR,1010,1,1.75,1469,Forced Air-Duc,1
1663,    216,      4,      0,       ,257 MILL ST,1010,1,1,1152,Forced Air-Duc,1
1664,    216,      7,      0,       ,39 ANTHONY DR,1010,1,2,2736,Forced Air-Duc,1
1665,    216,      5,      0,       ,13 ANTHONY DR,1010,1,1,1238,None,1
1666,    216,      6,      0,       ,17 ANTHONY DR,1010,1,1,925,Hot Air-no Duc,1
1667,    216,     13,      0,       ,10 ANTHONY DR,1010,1,1,2286,Forced Air-Duc,1
1669,    216,     10,      0,       ,26 ANTHONY DR,1010,1,1,1043,Forced Air-Duc,1
1670,    216,      9,      0,       ,36 ANTHONY DR,1010,1,1,864,Forced Air-Duc,1
1672,    110,     27,      0,       ,241 MILL ST,1010,1,1.75,1626,Forced Air-Duc,1
1673,    216,      3,      0,       ,245 MILL ST ,1010,1,2,1240,Forced Air-Duc,1
1674,    110,     26,      0,       ,231 MILL ST,0109,1,1,984,Hot Water,1
1674,    110,     26,      0,       ,231 MILL ST,0109,2,1,924,Forced Air-Duc,1
1675,    216,     44,      0,       ,52 GRATUITY RD,1010,1,1,1132,Hot Water,1
1676,    216,     45,      0,       ,38 GRATUITY RD,1010,1,1,672,Hot Water,1
1677,    110,     29,      0,       ,445 MAIN ST,0310,2,1,1112,Forced Air-Duc,1
1682,    213,     84,      0,       ,207 GRATUITY RD ,1010,1,1,2232,Forced Air-Duc,1
1686,    216,     50,      0,       ,111 GRATUITY RD,1010,1,2,2528,Forced Air-Duc,1
1687,    216,     51,      0,       ,119 GRATUITY RD,1010,1,2,2670,Electr Basebrd,1
1688,    216,     52,      0,       ,133 GRATUITY RD,1010,1,1,1098,Hot Water,1
1690,    216,     56,      9,       ,173 GRATUITY RD ,1010,1,2.5,2617,Hot Water,1
1696,    216,     47,      0,       ,63 GRATUITY RD,1010,1,2,1872,Hot Water,1
1698,    217,     80,      0,       ,88 JENKINS RD ,1010,1,1,3316,Hot Air-no Duc,1
1700,    216,     48,      0,       ,71 GRATUITY RD ,1010,1,1.75,1404,Forced Air-Duc,1
1701,    216,     46,      0,       ,61 GRATUITY RD,1010,1,2,2158,Forced Air-Duc,1
1702,    217,     87,      0,       ,57 GRATUITY RD,1010,1,1.5,1595,Hot Water,1
1703,    217,     88,      0,       ,55 GRATUITY RD ,1010,1,1,1110,Forced Air-Duc,1
