"USECODE","FUELTYPE","AREASQ"
"102","Gas",936
"102","Gas",936
"102","Gas",936
"102","Gas",936
"102","Gas",936
"102","Electric",936
"102","Typical",936
"102","Electric",936
"102","Gas",936
"102","Gas",936
"102","Gas",936
"102","Gas",936
"102","Electric",936
"102","Gas",936
"102","Gas",936
"102","Gas",936
"102","Gas",936
"102","Typical",936
"102","Typical",936
"102","Gas",936
"102","Typical",936
"102","Gas",936
"102","Electric",936
"102","Gas",936
"102","Electric",936
"102","Gas",936
"102","Electric",936
"102","Gas",880
"102","Typical",910
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",884
"102","Electric",850
"102","Electric",850
"102","Electric",850
"102","Typical",850
"102","Electric",816
"102","Gas",816
"102","Gas",816
"102","Gas",816
"102","Gas",816
"102","Gas",816
"102","Gas",816
"102","Gas",816
"102","Gas",1387
"102","Gas",1370
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",782
"102","Gas",1578
"102","Gas",1578
"102","Gas",1347
"102","Gas",1347
"102","Gas",1151
"102","Gas",1151
"102","Gas",1788
"102","Gas",1044
"102","Typical",1036
"102","Gas",1080
"102","Gas",1080
"102","Gas",1788
"402","Gas",10000
"402","Gas",10000
"102","Typical",1163
"102","Typical",1477
"102","Oil",1054
"102","Oil",1054
"102","Electric",775
"102","Electric",801
"102","Electric",804
"102","Electric",806
"102","Electric",807
"102","Electric",807
"102","Electric",807
"102","Electric",808
"102","Gas",1775
"102","Gas",1113
"102","Gas",1113
"102","Gas",1113
"102","Gas",1113
"102","Gas",1113
"102","Gas",1113
"102","Gas",1113
"102","Gas",1113
"102","Gas",1113
"102","Gas",1113
"102","Gas",1775
"102","Gas",1010
"102","Gas",1020
"102","Gas",1148
"102","Gas",1145
"102","Gas",1988
"102","Gas",1632
"102","Gas",1632
"102","Gas",972
"102","Gas",756
"102","Gas",972
"102","Gas",756
"102","Gas",1355
"102","Gas",1364
"102","Gas",850
"102","Gas",850
"102","Typical",850
"102","Typical",850
"102","Typical",850
"102","Typical",850
"102","Typical",850
"102","Typical",850
"102","Gas",1988
"102","Gas",1074
"102","Typical",1074
"102","Gas",986
"102","Gas",986
"102","Gas",986
"102","Gas",986
"102","Gas",986
"102","Gas",986
"102","Typical",986
"102","Typical",986
"102","Typical",986
"102","Electric",1024
"102","Electric",1024
"102","Electric",1024
"102","Electric",1064
"102","Gas",1024
"102","Gas",1024
"102","Gas",1024
"102","Gas",1024
"102","Gas",1024
"102","Gas",1024
"102","Gas",1024
"102","Gas",1024
"102","Gas",1344
"102","Gas",1339
"102","Gas",1296
"102","Gas",990
"102","Gas",1296
"102","Gas",990
"102","Gas",625
"102","Gas",625
"102","Gas",625
"102","Gas",625
"102","Gas",918
"102","Gas",918
"102","Gas",918
"102","Gas",924
"102","Gas",924
"102","Gas",924
"102","Gas",924
"102","Gas",924
"102","Gas",924
"102","Gas",924
"102","Gas",924
"102","Gas",942
"102","Gas",942
"102","Gas",942
"102","Gas",942
"102","Gas",970
"102","Gas",970
"102","Gas",970
"102","Gas",970
"102","Gas",970
"102","Gas",970
"102","Gas",1071
"102","Gas",1071
"102","Gas",1200
"102","Gas",1200
"102","Gas",1200
"102","Gas",1200
"102","Gas",918
"102","Gas",1294
"102","Gas",1296
"102","Gas",1540
"102","Gas",1545
"102","Electric",1012
"102","Electric",1324
"102","Gas",925
"102","Gas",992
"102","Gas",1030
"102","Gas",1364
"102","Gas",1380
"102","Gas",1508
"102","Gas",922
"102","Gas",1105
"102","Gas",875
"102","Gas",1228
"102","Gas",962
"102","Gas",882
"102","Electric",1380
"102","Gas",1324
"102","Gas",1324
"102","Gas",1380
"102","Gas",1197
"102","Gas",1380
"102","Gas",1324
"102","Gas",1243
"102","Gas",1560
"102","Gas",1436
"102","Gas",828
"102","Gas",1030
"102","Electric",882
"102","Electric",1104
"102","Gas",1087
"102","Gas",1087
"102","Typical",1013
"102","Gas",1335
"102","Oil",1054
"102","Oil",1054
"102","Oil",1056
"102","Oil",1056
"102","Oil",1054
"102","Oil",1054
"102","Oil",1054
"102","Oil",1054
"102","Oil",1056
"102","Oil",1056
"102","Oil",1056
"102","Oil",1056
"102","Gas",1519
"102","Gas",1519
"102","Gas",1232
"102","Typical",1232
"102","Gas",1519
"102","Typical",1519
"102","Gas",1232
"102","Typical",1232
"102","Gas",1320
"102","Gas",1736
"102","Typical",1232
"102","Typical",1736
"102","Typical",1519
"102","Typical",1232
"102","Gas",1232
"102","Gas",1519
"102","Gas",1736
"102","Gas",1736
"102","Typical",1519
"102","Typical",1232
"102","Gas",1232
"102","Gas",1519
"102","Typical",1519
"102","Typical",1736
"102","Typical",1736
"102","Electric",1519
"102","Typical",1232
"102","Typical",1232
"102","Typical",1519
"102","Gas",1519
"102","Typical",1232
"102","Gas",1232
"102","Gas",1519
"102","Typical",1519
"102","Typical",1736
"102","Typical",1736
"102","Gas",1519
"102","Typical",1232
"102","Gas",1232
"102","Typical",1736
"102","Gas",1736
"102","Typical",1232
"102","Typical",1232
"102","Gas",1232
"102","Gas",1519
"102","Typical",1736
"102","Typical",1736
"102","Gas",1519
"102","Typical",1232
"102","Gas",1232
"102","Gas",1320
"102","Gas",1675
"102","Typical",1232
"102","Typical",1232
"102","Electric",1232
"102","Typical",1736
"102","Typical",1736
"102","Typical",1232
"102","Gas",1232
"102","Gas",1519
"102","Gas",1675
"102","Typical",1675
"102","Gas",1519
"102","Typical",1232
"102","Gas",1232
"102","Gas",1736
"102","Electric",1519
"102","Typical",1736
"102","Typical",1736
"102","Typical",1519
"102","Typical",1232
"102","Electric",1232
"102","Gas",1519
"102","Gas",1675
"102","Gas",1675
"102","Typical",1519
"102","Gas",1579
"102","Gas",1232
"102","Typical",1232
"102","Gas",1232
"340","Oil",938
"340","Oil",958
"340","Oil",1028
"340","Oil",1034
"340","Oil",1123
"340","Oil",1142
"102","Gas",1044
"102","Gas",864
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Oil",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",759
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Typical",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Electric",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Gas",768
"102","Electric",962
"102","Electric",962
"102","Electric",962
"102","Electric",962
"102","Gas",962
"102","Gas",962
"102","Gas",962
"102","Gas",962
"102","Gas",962
"102","Gas",962
"102","Gas",962
"102","Gas",962
"102","Gas",962
"102","Gas",962
"102","Gas",962
"102","Gas",962
"102","Gas",962
"102","Gas",962
"102","Gas",962
"102","Gas",962
"102","Gas",962
"102","Gas",962
"102","Gas",962
"102","Gas",962
"102","Electric",962
"102","Gas",962
"102","Gas",962
"102","Gas",962
"102","Electric",962
"102","Gas",962
"102","Gas",962
"102","Gas",962
"102","Electric",962
"102","Gas",962
"102","Gas",962
"102","Gas",962
"102","Gas",962
"102","Electric",962
"102","Gas",962
"102","Gas",962
"102","Gas",962
"102","Gas",962
"102","Gas",962
"102","Gas",962
"102","Electric",962
"102","Gas",962
"102","Gas",962
"102","Gas",962
"102","Electric",962
"102","Gas",962
"102","Gas",962
"102","Gas",962
"102","Gas",1018
"102","Oil",850
"102","Gas",994
"102","Oil",850
"102","Gas",850
"102","Gas",850
"102","Gas",850
"102","Gas",2142
"102","Typical",1521
"102","Typical",1015
"102","Gas",1296
"102","Typical",1521
"102","Gas",987
"102","Gas",1136
"102","Gas",1074
"102","Gas",1073
"102","Typical",1267
"102","Gas",1026
"102","Gas",1026
"102","Gas",1026
"102","Gas",1026
"102","Gas",1026
"102","Gas",1026
"102","Gas",1026
"102","Gas",1026
"102","Gas",1591
"102","Gas",1606
"102","Gas",1839
"102","Gas",1577
"102","Gas",3006
"102","Gas",2530
"102","Gas",2034
"102","Gas",1928
"102","Gas",2247
"102","Gas",2106
"102","Gas",2157
"102","Gas",2359
"102","Gas",2262
"102","Gas",2115
"102","Gas",2730
"102","Gas",3068
"102","Gas",1602
"102","Gas",1980
"102","Gas",2313
"102","Gas",1577
"102","Gas",1577
"102","Gas",2382
"102","Gas",1980
"102","Gas",1598
"102","Gas",1454
"102","Gas",1598
"102","Gas",1598
"102","Gas",1454
"102","Gas",1598
"102","Gas",2275
"102","Gas",2132
"102","Gas",1454
"102","Gas",1433
"102","Gas",1598
"102","Gas",2028
"102","Gas",1971
"102","Gas",1606
"102","Gas",1590
"102","Gas",2169
"102","Gas",1992
"102","Gas",1454
"102","Gas",1598
"102","Gas",1985
"102","Gas",1156
"102","Gas",1156
"102","Gas",2142
"102","Gas",1932
"102","Gas",1932
"102","Gas",728
"102","Gas",1338
"102","Gas",1338
"102","Gas",1985
"959","Gas",720
"102","Gas",774
"102","Gas",774
"102","Electric",774
"102","Gas",774
"102","Gas",774
"102","Gas",774
"102","Gas",774
"102","Gas",774
"102","Gas",774
"102","Gas",720
"102","Gas",774
"959","Gas",774
"102","Gas",774
"102","Gas",774
"102","Gas",774
"102","Gas",774
"102","Gas",774
"102","Gas",774
"102","Gas",774
"959","Gas",720
"102","Gas",774
"102","Gas",774
"102","Gas",774
"102","Gas",774
"102","Gas",774
"102","Gas",774
"102","Gas",774
"102","Gas",774
"102","Gas",774
"102","Gas",720
"102","Gas",774
"102","Gas",774
"102","Gas",774
"102","Oil",774
"102","Gas",774
"102","Gas",720
"102","Gas",720
"102","Gas",720
"959","Gas",774
"102","Gas",720
"102","Gas",774
"102","Gas",774
"102","Gas",774
"102","Gas",1072
"102","Gas",1109
"102","Gas",1072
"102","Gas",1368
"102","Gas",1190
"102","Gas",1190
"102","Gas",1109
"102","Gas",1388
"102","Gas",1280
"102","Gas",1368
"102","Gas",1316
"102","Gas",1388
"102","Gas",1280
"102","Gas",1368
"102","Typical",1629
"102","Typical",1623
"102","Gas",1410
"102","Typical",1410
"102","Gas",1267
"102","Gas",1316
"102","Gas",1008
"102","Gas",1368
"102","Gas",1266
"102","Gas",2162
"102","Gas",1980
"102","Gas",1750
"102","Gas",2418
"102","Gas",1844
"102","Gas",2189
"102","Gas",2275
"102","Gas",2623
"102","Gas",2381
"102","Gas",2162
"102","Gas",2162
"102","Gas",1200
"102","Gas",2381
"102","Gas",2381
"102","Gas",2623
"102","Gas",1957
"102","Gas",1880
"102","Gas",1527
"102","Gas",2623
"102","Gas",1851
"102","Gas",1756
"102","Gas",1982
"102","Gas",2623
"102","Gas",2381
"102","Gas",2162
"102","Gas",1008
"102","Gas",1316
"102","Gas",1186
"102","Gas",1186
"102","Gas",1266
"102","Gas",1228
"102","Gas",1228
"102","Gas",981
"102","Gas",1316
"102","Gas",1223
"102","Gas",981
"102","Gas",1223
"102","Gas",975
"901",NA,0
"130",NA,0
"130",NA,0
"130",NA,0
"130",NA,0
"130",NA,0
"132",NA,0
"130",NA,0
"911",NA,0
"929",NA,0
"101","Oil",6341
"720",NA,0
"961","Gas",1766
"390",NA,0
"958","NONE",1440
"130",NA,0
"910","Oil",1920
"101","Oil",1126
"101","Oil",2096
"901","Gas",3000
"930",NA,0
"930",NA,0
"930",NA,0
"930",NA,0
"130",NA,0
"932",NA,0
"103","Oil",500
"930",NA,0
"930",NA,0
"130",NA,0
"101","Oil",3727
"101","Gas",2816
"101","Gas",2114
"101","Gas",920
"101","Oil",576
"101","Gas",988
"101","Gas",2259
"101","Gas",1558
"101","Gas",1848
"104","Gas",2510
"101","Gas",1552
"101","Oil",1680
"104","Oil",1575
"101","Oil",1344
"104","Gas",2080
"104","Oil",2184
"104","Gas",1012
"101","Oil",960
"101","Oil",960
"101","Oil",960
"101","Oil",960
"101","Gas",3258
"104","Gas",2688
"101","Oil",1037
"101","Gas",2501
"101","Gas",1696
"101","Gas",2521
"101","Oil",1020
"101","Gas",1643
"101","Electric",1425
"101","Oil",1120
"104","Oil",2372
"101","Oil",1432
"101","Oil",1122
"101","Oil",1586
"101","Oil",1586
"101","Oil",1586
"101","Oil",1586
"101","Oil",1586
"101","Oil",1586
"101","Oil",1586
"101","Oil",1586
"101","Oil",1586
"101","Gas",1826
"101","Gas",835
"101","Gas",1104
"101","Gas",1134
"101","Oil",1515
"101","Oil",2029
"101","Gas",1310
"101","Oil",2173
"101","Oil",1393
"101","Oil",1404
"101","Oil",1271
"101","Electric",1610
"104","Gas",1894
"104","Gas",2200
"101","Oil",2142
"104","Oil",2512
"101","Electric",1047
"101","Gas",2144
"101","Gas",936
"101","Gas",2168
"104","Gas",2080
"101","Gas",4648
"105","Gas",3864
"101",NA,1008
"101","Oil",3086
"101","Oil",1008
"104","Oil",2790
"101","Oil",2184
"101","Oil",984
"101","Gas",2858
"101","Oil",1631
"101","Gas",1800
"104","Gas",3233
"101","Oil",1212
"101","Oil",1092
"104","Gas",1958
"101","Oil",1774
"104","Gas",945
"101","Gas",1056
"101","Oil",2122
"101","Oil",1409
"101","Gas",1050
"101","Oil",2029
"104","Gas",2484
"101","Gas",1244
"104","Oil",2670
"101","Oil",1316
"101","Oil",2252
"101","Oil",1152
"970","Gas",9728
"101","Oil",1936
"101","Oil",1273
"101","Gas",2000
"111","Gas",4167
"101","Gas",2438
"101","Gas",1836
"101","Gas",1848
"101","Oil",1394
"101","Gas",1838
"101","Oil",972
"101","Oil",1282
"104","Gas",2147
"101","Oil",1483
"101","Oil",1386
"101","Gas",1402
"104","Gas",2238
"101","Oil",3690
"101","Gas",3557
"101","Oil",828
"101","Gas",2012
"101","Gas",2855
"104","Gas",2606
"104","Gas",2307
"104","Oil",3104
"101","Gas",2824
"101","Oil",1271
"101","Gas",1970
"104","Gas",2340
"101","Oil",1327
"101","Oil",1961
"101","Gas",1528
"101","Oil",1594
"104","Gas",2598
"104","Gas",2980
"101","Oil",2503
"101","Oil",2503
"101","Oil",2503
"101","Oil",2503
"101","Oil",1750
"101","Oil",2192
"101","Gas",1512
"104","Gas",2290
"101","Gas",2707
"101","Gas",2707
"101","Gas",2707
"101","Gas",2707
"101","Oil",1612
"101","Oil",1787
"101","Oil",1800
"104","Oil",2716
"101","Gas",768
"104","Oil",1982
"104","Oil",3556
"101","Oil",1116
"101","Oil",1196
"101","Gas",4556
"101","Oil",1456
"104","Gas",2708
"101","Gas",1874
"101","Gas",1402
"101","Oil",2037
"101","Gas",945
"101","Gas",1178
"101","Gas",1432
"101","Gas",1438
"101","Oil",1056
"101","Gas",2532
"101","Gas",1900
"101","Oil",1512
"101","Gas",1984
"101","Gas",1296
"101","Gas",1296
"101","Gas",1296
"101","Gas",1296
"101","Oil",1386
"101","Oil",1560
"101","Gas",3116
"101","NONE",578
"101","Gas",3142
"101","Oil",972
"101","Oil",2143
"101","Gas",2513
"101","Oil",540
"101","Oil",1596
"104","Gas",2160
"104","Gas",2380
"104","Gas",2218
"101",NA,1402
"101","Oil",1008
"105","Gas",2450
"101","Gas",1127
"101","Gas",1193
"101","Oil",1824
"101","Gas",1389
"101","Gas",2920
"101","Gas",1776
"101","Gas",1128
"101","Gas",1992
"101","Gas",2160
"101","Gas",2045
"101","Oil",1144
"101","Gas",1784
"104","Gas",2121
"104","Oil",1526
"104","Gas",1815
"101","Electric",1196
"104","Gas",2855
"101","Oil",1371
"101","Oil",2370
"111","Oil",5500
"101","Gas",1264
"104","Oil",3292
"101","Oil",1584
"101","Gas",1158
"101","Oil",1704
"101","Electric",1136
"101","Oil",1294
"104","Gas",1861
"101","Oil",5301
"101","Oil",2280
"101","Gas",1364
"101","Gas",1950
"101","Oil",971
"101","Gas",2100
"104","Gas",2347
"101","Gas",1284
"111","Gas",3156
"101","Gas",3180
"101","Gas",3180
"101","Gas",3180
"101","Gas",3180
"101","Gas",1100
"104","Oil",1600
"101","Gas",1841
"101","Electric",1136
"103","Oil",784
"101","Gas",2558
"111","Oil",4854
"104","Gas",3016
"111","Gas",6704
"101",NA,1569
"104","Oil",3320
"101","Gas",1053
"101","Gas",2428
"101","Oil",1368
"101","Gas",2031
"101","Oil",1480
"101","Oil",1977
"101","Gas",2324
"101","Oil",936
"101","Oil",1200
"101","Gas",1494
"101","Oil",4658
"105","Electric",3081
"104","Gas",2110
"104","Gas",1842
"101","Gas",1052
"101","Gas",1838
"101",NA,1530
"101","Gas",1056
"104","Oil",2512
"101","Gas",2733
"101","Oil",2256
"101","Oil",972
"101","Gas",1456
"101","Gas",1798
"101","Gas",1728
"101","Oil",1040
"101","Oil",1395
"101","Oil",1892
"101","Gas",1828
"101","Gas",1950
"101","Oil",2034
"101","Oil",1718
"101","Gas",1340
"101","Gas",1965
"104","Gas",2312
"101","Oil",1166
"101","Oil",2304
"101","Oil",1550
"101","Oil",2087
"101","Oil",1092
"718","Gas",2348
"101","Oil",1632
"101","Gas",1810
"101","Oil",1176
"101","Gas",2460
"101","Gas",984
"101","Oil",2465
"101","Oil",4866
"101","Gas",1372
"101","Oil",1167
"101","Gas",1140
"101","Gas",2610
"105","Electric",2646
"104","Oil",2746
"101","Electric",2562
"101","Gas",1359
"101","Oil",1061
"101","Oil",1473
"101","Gas",1416
"101","Gas",1289
"101","Gas",2471
"101","Gas",1558
"101","Oil",672
"101","Oil",1328
"101","Oil",2710
"101","Oil",1484
"101","Gas",1134
"101","Gas",1224
"101","Gas",1099
"101","Gas",2176
"101","Gas",2481
"101","Gas",1050
"101","Oil",1440
"101","Oil",2760
"101","Gas",2255
"101","Oil",1440
"801","Oil",2516
"101","Oil",940
"101","Oil",2080
"101","Electric",1236
"101","Gas",1949
"101","Gas",1949
"101","Gas",1949
"101","Gas",1949
"101","Gas",1224
"101","Gas",1350
"101","Oil",1305
"101","Oil",1080
"101","Oil",1441
"101","Oil",1503
"101","Gas",1608
"101","Oil",1144
"101","Oil",1952
"104","Oil",2736
"109","Gas",2400
"109","Gas",2784
"101","Oil",1778
"101","Gas",1392
"101","Gas",1686
"101","Oil",1746
"101","Gas",1328
"101","Oil",1085
"101","Gas",1176
"101","Oil",1536
"101","Oil",2983
"101","Oil",2048
"101","Gas",1120
"101","Gas",1456
"101","Oil",1188
"101","Oil",1316
"101","Gas",1014
"101","Oil",1040
"101","Oil",1376
"101","Oil",2568
"101","Oil",1361
"101","Gas",1548
"101","Oil",794
"101","Oil",1512
"101","Gas",1562
"101","NONE",1246
"101","NONE",1246
"101","Oil",1246
"101","Oil",1246
"101","Oil",924
"101","Oil",1558
"970","Oil",3215
"010","Gas",2286
"101","Oil",2048
"101","Gas",1636
"101","Gas",1738
"101","Oil",1164
"101","Gas",1851
"101","Oil",1421
"101","Gas",1020
"101","Gas",1316
"101","Oil",2135
"101","Gas",1200
"101","Gas",2485
"101","Gas",1212
"101","Gas",1104
"101","Gas",1392
"101","Gas",1380
"101","Oil",1008
"101","Gas",1122
"101","Oil",1008
"101","Gas",1728
"101","Gas",1764
"101","Gas",864
"101","Oil",1248
"101","Oil",1527
"101","Oil",1457
"101","Oil",912
"101","Gas",1572
"101","Gas",2000
"101","Gas",1882
"101","Gas",1380
"101","Oil",2282
"104","Oil",2280
"101","Gas",1628
"101","Oil",1445
"101","Oil",942
"713","Oil",2596
"101","Gas",972
"101","Gas",1692
"010","Gas",1744
"010","Gas",600
"101","Oil",2088
"101","Gas",1860
"101","Oil",2020
"101","Gas",3838
"101","Gas",960
"806","Coal or Wood",2128
"806","Coal or Wood",2072
"104","Electric",1050
"101","Oil",1410
"101","Gas",1728
"101","Oil",2488
"101","Gas",1363
"101","Oil",1080
"101","Oil",1512
"101","Gas",1456
"101","Oil",1008
"101","Gas",2440
"101","Gas",2440
"101","Gas",2440
"101","Gas",2440
"101","Electric",1390
"101","Electric",2058
"101","Electric",2058
"101","Electric",2058
"101","Electric",2058
"101","Gas",1512
"104","Gas",546
"104","Oil",2668
"101","Oil",2580
"101","Oil",1152
"101","Gas",1790
"101","Gas",1350
"104","Gas",864
"101","Oil",1632
"101","Gas",1144
"101","Oil",864
"101","Gas",2026
"101","Oil",1203
"101","Oil",2088
"101","Electric",998
"101","Gas",1137
"104","Oil",2460
"101","Oil",2489
"101","Oil",2489
"101","Oil",2489
"101","Oil",2489
"101","Gas",1756
"104","Gas",2252
"101","Gas",3062
"101","Gas",1192
"101","Electric",1035
"101","Oil",1008
"601","Oil",1902
"601","Oil",1902
"601","Oil",1902
"601","Oil",1902
"101","Gas",2200
"101","Oil",1692
"101","Oil",1548
"101","Oil",936
"101","Oil",1618
"101","Oil",1618
"101","Oil",1618
"101","Oil",1618
"101","Gas",1025
"101","Gas",2063
"071","Gas",2646
"101","Gas",1728
"101","Oil",1131
"101","Gas",2892
"101","Electric",1192
"101","Gas",1542
"101","Gas",1024
"101","Oil",1718
"101","Gas",2186
"101","Oil",1422
"101","Oil",2164
"101","Oil",1428
"101","Gas",1530
"101","Gas",2312
"101","Oil",1492
