"","USECODE","FUELTYPE","AREASQ","STORYHEIGHT"
"2866","101","OIL",2286,"1"
"2867","101","GAS",3525.6,"2A"
"2868","959","OIL",3160,"1"
"2869","132",NA,0,NA
"2870","101","GAS",2046,"1"
"2871","101","GAS",2193.75,"1"
"2872","101","GAS",1863,"1"
"2873","101","GAS",4356,"1"
"2874","101","GAS",4144.6,"1"
"2875","101","GAS",2304,"1"
"2876","101","GAS",2461.5,"1"
"2877","101","GAS",2484,"1"
"2878","101","ELECTRIC",2632,"2"
"2879","101","GAS",3024,"2"
"2880","101","GAS",4075,"1"
"2881","101","GAS",2300,"1"
"2882","101","GAS",2822.4,"1"
"2883","101","GAS",1947,"1"
"2884","132",NA,0,NA
"2885","101","GAS",1824,"2"
"2886","101","GAS",1592,"1"
"2887","130",NA,0,NA
"2888","101","GAS",2570.75,"1A"
"2889","101","GAS",1436,"1"
"2890","101","OIL",2334.6,"1"
"2891","101","GAS",1607.2,"1"
"2892","101","GAS",4014,"1"
"2893","101","GAS",2384,"1"
"2894","132",NA,0,NA
"2895","101","GAS",3705.25,"1"
"2896","101","GAS",1686,"1"
"2897","101","ELECTRIC",4623.6,"2"
"2898","101","GAS",2849.6,"1"
"2899","101","GAS",2646,"1"
"2900","101","GAS",2142,"1"
"2901","101","GAS",2806,"2"
"2902","101","GAS",2123,"1"
"2903","101","GAS",1838,"1"
"2904","132",NA,0,NA
"2905","101","GAS",2357.4,"2"
"2906","101","GAS",2436.68,"2A"
"2907","101","GAS",3012.24,"2A"
"2908","101","GAS",1476,"1"
"2909","101","GAS",3318.42,"2A"
"2910","101","GAS",2724,"2"
"2911","101","GAS",2208,"2"
"2912","132",NA,0,NA
"2913","132",NA,0,NA
"2914","101","GAS",3073.1,"2A"
"2915","101","GAS",1844,"1"
"2916","101","GAS",2181,"1"
"2917","101","GAS",3002.6,"2A"
"2918","101","GAS",1755,"1"
"2919","101","GAS",2605.5,"2A"
"2920","101","GAS",1549.6,"2"
"2921","101","GAS",1717,"2A"
"2922","101","GAS",1976.8,"1H"
"2923","101","GAS",2353.5,"2A"
"2924","101","OIL",1614.8,"2"
"2925","101","GAS",3651,"2A"
"2926","132",NA,0,NA
"2927","101","GAS",2061.8,"2"
"2928","101","GAS",2738.4,"1"
"2929","130",NA,0,NA
"2930","101","GAS",2930,"2A"
"2931","101","GAS",3159.2,"2A"
"2932","101","ELECTRIC",1444,"1"
"2933","101","GAS",2394.4,"1"
"2934","101","GAS",1470,"1"
"2935","101","GAS",1296,"1"
"2936","101","ELECTRIC",1890,"1"
"2937","101","GAS",1728,"1"
"2938","101","GAS",3136.8,"1H"
"2939","130",NA,0,NA
"2940","101","OIL",2450,"1"
"2941","101","OIL",1770.4,"1"
"2942","101","GAS",2538,"2"
"2943","101","GAS",2080,"2"
"2944","101","GAS",2618,"1"
"2945","101","GAS",1694,"1"
"2946","101","GAS",1570,"1"
"2947","101","OIL",2891,"1"
"2948","101","GAS",2371.8,"1"
"2949","101","GAS",2214,"1"
"2950","101","GAS",1965.6,"1"
"2951","101","GAS",2596,"1"
"2952","101","GAS",2195.2,"1"
"2953","101","GAS",2168,"1"
"2954","101","GAS",2152,"2"
"2955","101","OIL",2143.75,"1"
"2956","101","GAS",1566,"1"
"2957","101","GAS",1218,"1"
"2958","130",NA,0,NA
"2959","101","GAS",1932,"1"
"2960","101","GAS",2204,"1"
"2961","101","GAS",2412,"1"
"2962","101","GAS",1848,"1"
"2963","101","GAS",1660,"1"
"2964","101","GAS",2616,"1"
"2965","101","GAS",1614,"1"
"2966","101","GAS",1768,"1"
"2967","101","GAS",2528,"1H"
"2968","101","GAS",1044,"1"
"2969","101","GAS",1588,"1"
"2970","959","OIL",2298,"1"
"2971","101","GAS",2929.5,"1"
"2972","101","GAS",2040,"1"
"2973","101","GAS",2235,"1"
"2974","101","GAS",1441.2,"2"
"2975","101","GAS",2060,"1"
"2976","101","GAS",2310,"1"
"2977","101","GAS",1686,"1"
"2978","101","GAS",1582.4,"1"
"2979","101","OIL",1716,"1"
"2980","101","GAS",1872,"1"
"2981","101","GAS",1820,"1"
"2982","132",NA,0,NA
"2983","101","GAS",2520,"1"
"2984","101","GAS",3596.25,"1"
"2985","101","GAS",4125,"1"
"2986","101","GAS",1800,"2"
"2987","101","GAS",2052,"2"
"2988","101","GAS",1900.2,"1"
"2989","101","OIL",1904,"1"
"2990","101","GAS",2256,"1"
"2991","101","GAS",2208,"1"
"2992","101","OIL",1617,"1"
"2993","101","GAS",2154,"1"
"2994","101","GAS",2522.8,"1"
"2995","101","GAS",2227.5,"2"
"2996","101","GAS",2485,"1"
"2997","101","GAS",1500,"1"
"2998","132",NA,0,NA
"2999","101","GAS",3239.24,"1H"
"3000","101","ELECTRIC",2606.5,"2"
"3001","101","GAS",2070,"1"
"3002","101","GAS",2934,"2"
"3003","959","GAS",2612.2,"1"
"3004","101","GAS",2288,"2"
"3005","101","GAS",2928.8,"1H"
"3006","101","GAS",1847.2,"1"
"3007","101","ELECTRIC",1296,"1"
"3008","101","ELECTRIC",1682.8,"1"
"3009","101","GAS",1656,"1"
"3010","101","GAS",1536,"2"
"3011","959","GAS",2032,"1"
"3012","132",NA,0,NA
"3013","101","GAS",2655,"1"
"3014","101","GAS",4051.8,"1"
"3015","101","GAS",2103,"2"
"3016","101","ELECTRIC",2802.3,"1"
"3017","101","GAS",2916,"2"
"3018","101","GAS",1902,"2"
"3019","101","GAS",1646,"1"
"3020","101","GAS",1842.4,"1"
"3021","101","OIL",2834.4,"1"
"3022","101","OIL",2242.6,"2"
"3023","101","OIL",2677.5,"1"
"3024","130",NA,0,NA
"3025","101","GAS",2177.6,"1"
"3026","101","GAS",1526,"1"
"3027","101","GAS",2680,"1"
"3028","101","GAS",2130.8,"1"
"3029","101","GAS",3085.6,"2"
"3030","101","OIL",1750,"1"
"3031","101","GAS",2361.5,"1T"
"3032","101","GAS",2512.5,"1"
"3033","101","GAS",3102.2,"1"
"3034","101","OIL",3491.8,"1"
"3035","101","GAS",2208.4,"1"
"3036","101","GAS",3470.4,"1"
"3037","101","GAS",2712,"1"
"3038","101","GAS",2993.75,"1"
"3039","101","GAS",3072,"1"
"3040","101","GAS",3492,"2"
"3041","132",NA,0,NA
"3042","132",NA,0,NA
"3043","101","GAS",3568,"1"
"3044","101","GAS",5678.4,"1"
"3045","101","GAS",4037.6,"1"
"3046","101","GAS",3340,"1"
"3047","132",NA,0,NA
"3048","132",NA,0,NA
"3049","131",NA,0,NA
"3050","132",NA,0,NA
"3051","101","GAS",2784,"1T"
"3052","132",NA,0,NA
"3053","101","OIL",3446,"2"
"3054","101","GAS",5220,"2"
"3055","101","GAS",2369.7,"1T"
"3056","101","GAS",1808.8,"1"
"3057","132",NA,0,NA
"3058","101","OIL",1690,"1"
"3059","101","GAS",2824,"1"
"3060","132",NA,0,NA
"3061","101","GAS",3619,"1"
"3062","101","GAS",2100,"1"
"3063","101","GAS",2485.6,"1"
"3064","101","GAS",1632,"1"
"3065","101","GAS",3301.5,"1"
"3066","101","GAS",1662,"1"
"3067","130",NA,0,NA
"3068","101","GAS",4980,"2"
"3069","101","GAS",2000.7,"1H"
"3070","101","OIL",1306,"1"
"3071","101","GAS",2664.9,"1H"
"3072","101","GAS",2396.8,"1"
"3073","101","OIL",3605.6,"1T"
"3074","101","GAS",3120,"1"
"3075","101","GAS",2734.5,"1"
"3076","101","GAS",3865.75,"2"
"3077","101","GAS",3116,"2"
"3078","101","GAS",3504,"2A"
"3079","132",NA,0,NA
"3080","132",NA,0,NA
"3081","132",NA,0,NA
"3082","101","OIL",3284.85,"2A"
"3083","101","GAS",4042.5,"1"
"3084","101","GAS",2968,"2"
"3085","101","GAS",2171,"1T"
"3086","130",NA,0,NA
"3087","101","GAS",4410,"1"
"3088","101","GAS",4905.2,"2"
"3089","101","GAS",2686.5,"1"
"3090","101","GAS",2971.5,"1T"
"3091","101","GAS",1889.6,"1"
"3092","101","GAS",2842.4,"1"
"3093","101","GAS",1344,"1"
"3094","101","GAS",3476.8,"2"
"3095","101","GAS",4269.68,"1H"
"3096","101","GAS",1300,"1"
"3097","101","GAS",6181,"1"
"3098","101","GAS",2574,"2"
"3099","101","GAS",2907.5,"2"
"3100","101","GAS",2028,"1"
"3101","132",NA,0,NA
"3102","101","OIL",2112,"2"
"3103","101","OIL",2284.8,"2"
"3104","101","GAS",1422.3,"1A"
"3105","101","GAS",2018,"1T"
"3106","101","GAS",2920.5,"1T"
"3107","101","OIL",3474,"2"
"3108","101","GAS",1644,"1"
"3109","101","GAS",3270.54,"1"
"3110","101","GAS",3841.5,"1"
"3111","101","GAS",3372.25,"1"
"3112","101","GAS",1920,"2"
"3113","101","GAS",4272,"2"
"3114","101","GAS",1296,"1"
"3115","101","GAS",2044.6,"2"
"3116","132",NA,0,NA
"3117","101","GAS",2452,"2"
"3118","101","GAS",2469.6,"1"
"3119","101","GAS",2190,"2"
"3120","132",NA,0,NA
"3121","101","GAS",3687,"1"
"3122","101","GAS",2844,"1T"
"3123","130",NA,0,NA
"3124","959","GAS",3047.5,"1"
"3125","132",NA,0,NA
"3126","972",NA,0,NA
"3127","132",NA,0,NA
"3128","132",NA,0,NA
"3129","132",NA,0,NA
"3130","101","GAS",3965.6,"1"
"3131","101","GAS",2528.6,"1T"
"3132","101","GAS",2816.4,"1"
"3133","101","GAS",1872,"1"
"3134","101","GAS",792,"1"
"3135","101","GAS",2371.2,"1"
"3136","101","GAS",1747.2,"1"
"3137","101","GAS",1872,"1"
"3138","101","GAS",2236,"1"
"3139","101","GAS",1968.4,"1"
"3140","101","GAS",1784,"1"
"3141","101","GAS",1626.4,"1"
"3142","101","OIL",1855,"1"
"3143","101","GAS",1328,"1"
"3144","101","OIL",2073.6,"1"
"3145","038","OIL",28618.8,"2"
"3146","805",NA,0,NA
"3147","101","GAS",3009,"2"
"3148","101","GAS",1866,"2"
"3149","101","OIL",1432,"1"
"3150","101","GAS",2143.2,"1"
"3151","101","GAS",2604,"1"
"3152","101","GAS",2512,"1"
"3153","101","OIL",1506,"1"
"3154","101","GAS",2392,"1"
"3155","101","GAS",2160,"1"
"3156","101","GAS",2419.2,"1"
"3157","101","GAS",2166,"1"
"3158","101","GAS",1996.8,"1"
"3159","101","OIL",1872,"1"
"3160","101","GAS",1872,"1"
"3161","101","GAS",1872,"1"
"3162","101","GAS",1502.4,"1"
"3163","101","GAS",2375,"1"
"3164","101","GAS",2371.2,"1"
"3165","101","GAS",2770.5,"1"
"3166","101","GAS",3448,"2"
"3167","931",NA,0,NA
"3168","101","GAS",2184,"1"
"3169","101","OIL",1728,"1"
"3170","101","GAS",1771.2,"1"
"3171","101","GAS",2830.8,"1"
"3172","971",NA,0,NA
"3173","901",NA,0,NA
"3174","931",NA,0,NA
"3175","960","GAS",43729,"2"
"3176","960","GAS",18118,"1"
"3177","337",NA,0,NA
"3178","960",NA,0,NA
"3179","101","GAS",1432,"1"
"3180","101","GAS",1934.4,"2"
"3181","101","GAS",1768.4,"1"
"3182","101","GAS",1760,"1"
"3183","101","GAS",1531.2,"1"
"3184","101","GAS",1773.6,"1"
"3185","101","GAS",1946,"1"
"3186","101","GAS",1602,"1"
"3187","101","GAS",1452,"1"
"3188","101","GAS",1232,"1"
"3189","101","GAS",1872,"1"
"3190","101","GAS",1522,"1"
"3191","101","GAS",1872,"1"
"3192","101","GAS",1903.5,"1"
"3193","101","GAS",2790,"2"
"3194","101","GAS",1552,"1"
"3195","132",NA,0,NA
"3196","132",NA,0,NA
"3197","101","GAS",1480,"1"
"3198","101","GAS",1680,"1"
"3199","101","GAS",1638,"1T"
"3200","101","GAS",1664,"1"
"3201","101","GAS",2244,"2"
"3202","101","GAS",2278,"2"
"3203","101","OIL",2096,"2"
"3204","101","GAS",1768,"1"
"3205","101","GAS",1642,"1"
"3206","101","GAS",1570,"1"
"3207","101","OIL",2508,"2"
"3208","101","GAS",1900,"1"
"3209","101","GAS",1588.8,"1"
"3210","101","GAS",1574.4,"1"
"3211","101","GAS",1512,"1"
"3212","101","GAS",2448,"1"
"3213","101","GAS",2510.2,"1"
"3214","101","GAS",1760,"1"
"3215","101","GAS",2225.6,"1"
"3216","132",NA,0,NA
"3217","132",NA,0,NA
"3218","101","GAS",2136,"1T"
"3219","101","GAS",2246.4,"2"
"3220","101","GAS",2199.2,"2"
"3221","101","GAS",2613,"1"
"3222","101","GAS",1564,"1"
"3223","101","GAS",2542.4,"1"
"3224","101","OIL",1124,"1"
"3225","101","OIL",1430.4,"1"
"3226","101","GAS",1582.4,"1"
"3227","101","GAS",1622,"2"
"3228","101","GAS",1653.2,"1"
"3229","130",NA,0,NA
"3230","130",NA,0,NA
"3231","101","GAS",3294,"1"
"3232","101","GAS",2007,"1T"
"3233","101","GAS",2016.8,"1"
"3234","132",NA,0,NA
"3235","132",NA,0,NA
"3236","101","GAS",2750,"1"
"3237","101","GAS",1452,"1"
"3238","101","GAS",2048,"1T"
"3239","101","OIL",2418,"1"
"3240","101","GAS",2719.2,"1"
"3241","101","GAS",1653.7,"1"
"3242","101","OIL",1734.4,"1"
"3243","101","GAS",1528.8,"1"
"3244","920",NA,0,NA
"3245","101","GAS",1300,"1"
"3246","101","GAS",1896,"1"
"3247","101","ELECTRIC",1371,"1"
"3248","130",NA,0,NA
"3249","101","ELECTRIC",2064.8,"1H"
"3250","959","GAS",2475,"1"
"3251","101","GAS",2074,"2"
"3252","101","GAS",1910.8,"2"
"3253","101","OIL",2346,"1"
"3254","101","GAS",3637.75,"1"
"3255","101","GAS",3384.5,"1"
"3256","018","OIL",2704,"1"
"3257","101","OIL",1889,"1"
"3258","805",NA,0,NA
"3259","101","GAS",2622,"2A"
"3260","101","GAS",1660,"1"
"3261","101","OIL",1716,"1"
"3262","805",NA,0,NA
"3263","101","GAS",1905,"2"
"3264","101","GAS",2176.96,"1H"
"3265","130",NA,0,NA
"3266","132",NA,0,NA
"3267","101","GAS",4480.5,"1"
"3268","101","GAS",1888,"1"
"3269","130",NA,0,NA
"3270","101","GAS",1300,"1"
"3271","101","GAS",1658,"1"
"3272","130",NA,0,NA
"3273","130",NA,0,NA
"3274","130",NA,0,NA
"3275","130",NA,0,NA
"3276","101","GAS",1904,"2"
"3277","101","GAS",2184,"1"
"3278","101","GAS",2136,"1"
"3279","132",NA,0,NA
"3280","132",NA,0,NA
"3281","101","GAS",2102,"1"
"3282","101","GAS",3089.8,"1T"
"3283","101","GAS",3566.4,"1"
"3284","101","GAS",2329.6,"1"
"3285","101","GAS",1850,"2"
"3286","101","GAS",2552,"2"
"3287","101","GAS",2216,"2"
"3288","101","GAS",2298,"2"
"3289","101","GAS",1416,"1"
"3290","101","GAS",1591.2,"2"
"3291","101","GAS",1487,"1"
"3292","101","GAS",2533.5,"1"
"3293","101","GAS",2084,"2"
"3294","101","GAS",2098,"1"
"3295","101","GAS",2781.5,"1T"
"3296","101","GAS",2732.4,"2"
"3297","101","GAS",2767,"2"
"3298","101","GAS",1864,"1"
"3299","101","GAS",3234,"1"
"3300","101","GAS",2952,"2"
"3301","101","GAS",2214,"2"
"3302","101","GAS",4063.75,"1"
"3303","101","GAS",2108,"2"
"3304","101","GAS",3612,"1"
"3305","101","PROPANE",2009.05,"2"
"3306","101","GAS",4237.5,"1"
"3307","101","GAS",4117.8,"2"
"3308","101","ELECTRIC",3938,"2"
"3309","101","GAS",2170.4,"1"
"3310","101","GAS",2206,"1"
"3311","101","GAS",4111,"1"
"3312","101","GAS",1644,"1"
"3313","101","GAS",2182,"2"
"3314","101","GAS",1716,"1"
"3315","101","GAS",2167.5,"1"
"3316","101","GAS",1881.6,"1"
"3317","132",NA,0,NA
"3318","921",NA,0,NA
"3319","132",NA,0,NA
"3320","101","GAS",2854,"1"
"3321","101","GAS",2568,"1"
"3322","130",NA,0,NA
"3323","101","GAS",1040,"1"
"3324","101","GAS",2016,"1"
"3325","101","GAS",1715.2,"2"
"3326","130",NA,0,NA
"3327","101","GAS",1522,"1"
"3328","101","GAS",1836,"1"
"3329","101","GAS",1759.5,"1"
"3330","960","GAS",9543,"1"
"3331","112","GAS",161190,"2"
"3332","921",NA,0,NA
"3333","326","GAS",4978,"2"
"3334","101","GAS",892,"1"
"3335","101","GAS",1890,"1"
"3336","101","PROPANE",1184,"1"
"3337","101","GAS",1310.4,"1"
"3338","101","GAS",1638.75,"1T"
"3339","101","GAS",2796,"1"
"3340","101","OIL",1332,"1H"
"3341","101","GAS",3786,"1"
"3342","101","OIL",2070,"2"
"3343","101","GAS",1990.7,"1"
"3344","101","GAS",1960,"1"
"3345","101","GAS",1848,"1"
"3346","101","GAS",1842,"1"
"3347","101","GAS",1970,"1"
"3348","101","GAS",1232,"1"
"3349","101","GAS",1993.6,"1"
"3350","101","GAS",1548.4,"1"
"3351","101","GAS",3172,"1"
"3352","101","GAS",1392,"1"
"3353","101","OIL",1992,"1H"
"3354","101","GAS",2499,"1"
"3355","101","GAS",2121,"1T"
"3356","101","GAS",1120,"1"
"3357","101","OIL",1856,"1"
"3358","130",NA,0,NA
"3359","101","GAS",1144,"1"
"3360","930",NA,0,NA
"3361","101","OIL",2784,"1H"
"3362","101","OIL",2152,"1T"
"3363","101","ELECTRIC",1694,"1"
"3364","101","GAS",2596,"1"
"3365","101","GAS",2016,"2"
"3366","101","GAS",2604,"2"
"3367","921",NA,0,NA
"3368","104","GAS",1728,"2"
"3369","104","OIL",1728,"2"
"3370","101","GAS",1409,"1"
"3371","101","ELECTRIC",1542,"1"
"3372","101","ELECTRIC",1638,"1"
"3373","101","GAS",1736,"2"
"3374","936",NA,0,NA
"3375","101","OIL",1553.7,"1T"
"3376","921",NA,0,NA
"3377","101","GAS",1363,"1"
"3378","101","GAS",1816,"1"
"3379","130",NA,0,NA
"3380","101","GAS",2947,"1"
"3381","101","GAS",2979.2,"1"
"3382","101","GAS",2558.4,"1"
"3383","101","GAS",2549,"11"
"3384","101","GAS",2365,"2"
"3385","101","GAS",2649.8,"1T"
"3386","921",NA,0,NA
"3387","132",NA,0,NA
"3388","101","GAS",1729,"1"
"3389","101","OIL",1608,"1A"
"3390","972",NA,0,NA
"3391","101","GAS",2449.5,"2"
"3392","101","OIL",1080,"2"
"3393","101","GAS",1512,"1T"
"3394","132",NA,0,NA
"3395","104","GAS",2880,"1"
"3396","101","GAS",790,"1"
"3397","101","OIL",2780,"1T"
"3398","101","OIL",1596,"2A"
"3399","132",NA,0,NA
"3400","101","GAS",1382.4,"1H"
"3401","911",NA,0,NA
"3402","101","OIL",2704.7,"1H"
"3403","101","OIL",840,"1H"
"3404","972","NONE",64,"1"
"3405","101","OIL",1873.75,"1T"
"3406","101","OIL",1329,"1T"
"3407","101","GAS",1136,"1"
"3408","132",NA,0,NA
"3409","101","GAS",1788,"1"
"3410","101","GAS",1536,"1H"
"3411","101","GAS",2035,"1"
"3412","101","GAS",1572,"1"
"3413","101","GAS",960,"1"
"3414","101","GAS",1599.2,"1"
"3415","101","OIL",1444.8,"1H"
"3416","101","GAS",1572,"1"
"3417","101","GAS",1902,"1"
"3418","101","GAS",2319.75,"1T"
"3419","101","ELECTRIC",1458,"1"
"3420","101","GAS",1200,"1"
"3421","101","GAS",1644,"1"
"3422","101","OIL",1302,"1T"
"3423","101","GAS",1424.8,"1"
"3424","101","GAS",1108,"1"
"3425","101","GAS",1048,"1"
"3426","101","OIL",1320,"1T"
"3427","101","GAS",1836,"1T"
"3428","101","GAS",1400,"2"
"3429","101","GAS",1372,"2"
"3430","101","GAS",1680,"2"
"3431","101","GAS",1648,"2"
"3432","101","GAS",1400,"2"
"3433","101","GAS",2072,"2"
"3434","101","GAS",2170,"2"
"3435","101","GAS",1500,"2"
"3436","101","GAS",1470,"2"
"3437","101","GAS",1400,"2"
"3438","101","GAS",1921.6,"2"
"3439","931",NA,0,NA
"3440","101","GAS",1400,"2"
"3441","101","GAS",1470,"2"
"3442","101","GAS",1152,"1H"
"3443","101","GAS",1428,"1T"
"3444","101","GAS",1530.2,"2"
"3445","101","GAS",1770,"1"
"3446","101","GAS",1216,"1"
"3447","101","OIL",1462.5,"1"
"3448","972",NA,0,NA
"3449","931",NA,0,NA
"3450","971",NA,0,NA
"3451","428",NA,0,NA
"3452","101","GAS",1188,"1H"
"3453","132",NA,0,NA
"3454","101","GAS",1120,"1"
"3455","101","GAS",1344,"1"
"3456","101","GAS",1245,"1"
"3457","101","GAS",1142.4,"1"
"3458","101","GAS",1674.4,"2A"
"3459","101","GAS",2496.05,"1T"
"3460","101","GAS",1928.8,"2"
"3461","101","GAS",1830,"2"
"3462","101","GAS",1470,"2"
"3463","101","GAS",660,"1"
"3464","101","GAS",1702.4,"2"
"3465","101","GAS",1526,"2"
"3466","101","GAS",1662.6,"2"
"3467","101","GAS",1762.6,"2"
"3468","101","GAS",2017.2,"1"
"3469","101","GAS",2184,"1"
"3470","101","GAS",1887.75,"1"
"3471","130",NA,0,NA
"3472","101","GAS",1152,"1H"
"3473","101","GAS",1632,"2"
"3474","101","GAS",1620,"2"
"3475","930",NA,0,NA
"3476","930",NA,0,NA
"3477","130",NA,0,NA
"3478","930",NA,0,NA
"3479","132",NA,0,NA
"3480","920",NA,0,NA
"3481","931","NONE",234,"3"
"3482","132",NA,0,NA
"3483","101","OIL",995,"1"
"3484","101","GAS",1512,"1"
"3485","101","GAS",1048,"1"
"3486","019","GAS",110009,"2"
"3487","112","ELECTRIC",201410,"3"
"3488","931","NONE",384,"1"
"3489","130",NA,0,NA
"3490","973",NA,0,NA
"3491","930",NA,0,NA
"3492","101","GAS",1944,"1T"
"3493","101","GAS",1886.4,"1"
"3494","101","GAS",1644,"1"
"3495","101","GAS",1497.2,"1"
"3496","101","GAS",1096,"1"
"3497","101","GAS",1820,"1"
"3498","101","OIL",1944,"1T"
"3499","101","GAS",1548,"1"
"3500","934","GAS",77702,"1"
"3501","917","GAS",21489,"2"
"3502","101","GAS",1753.6,"1"
"3503","101","GAS",1096,"1"
"3504","101","GAS",1424.8,"1"
"3505","101","GAS",1096,"1"
"3506","101","GAS",2192,"1"
"3507","101","GAS",1048,"1"
"3508","101","GAS",1240,"1"
"3509","101","GAS",960,"1"
"3510","130",NA,0,NA
"3511","101","GAS",1638,"1"
"3512","101","OIL",2414.6,"1"
"3513","101","GAS",1916.2,"1"
"3514","101","GAS",1680,"1"
"3515","101","GAS",1820,"1"
"3516","101","GAS",2230.5,"1"
"3517","101","GAS",1234,"1"
"3518","101","GAS",1474.4,"1"
"3519","101","GAS",1689.6,"1"
"3520","101","GAS",2048,"1"
"3521","101","OIL",1382.4,"1H"
"3522","101","GAS",2106.7,"1"
"3523","101","OIL",1752,"1"
"3524","101","GAS",1382.4,"1"
"3525","101","GAS",858,"1"
"3526","101","GAS",2252.5,"1"
"3527","101","GAS",1524,"1"
"3528","132",NA,0,NA
"3529","101","OIL",2337,"2A"
"3530","101","GAS",1568,"2"
"3531","101","GAS",1590,"2"
"3532","101","GAS",1056,"1"
"3533","101","GAS",2070,"2"
"3534","101","OIL",1840,"1"
"3535","101","OIL",2024,"1T"
"3536","101","OIL",931,"1"
"3537","101","GAS",1750,"1"
"3538","101","OIL",1320,"2"
"3539","101","OIL",1560,"1"
"3540","101","GAS",2639.2,"1H"
"3541","101","OIL",966,"1H"
"3542","101","OIL",1364,"1H"
"3543","101","OIL",1330,"1"
"3544","101","OIL",1461,"1A"
"3545","970","GAS",196705,"1"
"3546","101","GAS",728,"1H"
"3547","101","OIL",1452,"1"
"3548","101","GAS",1394,"1T"
"3549","101","OIL",1636.8,"1H"
"3550","101","OIL",1592.82,"1T"
"3551","101","OIL",1631.2,"1H"
"3552","101","GAS",1806,"2A"
"3553","101","OIL",960,"1"
"3554","101","GAS",1729,"1"
"3555","101","OIL",2310,"2"
"3556","101","GAS",1188,"1"
"3557","930",NA,0,NA
"3558","930",NA,0,NA
"3559","971",NA,0,NA
"3560","391",NA,0,NA
"3561","340","GAS",2726,"1"
"3562","971",NA,0,NA
"3563","971",NA,0,NA
"3564","901",NA,0,NA
"3565","931",NA,0,NA
"3566","931","NONE",3597,"1"
"3567","332","OIL",9474,"1"
"3568","111","ELECTRIC",6503,"2"
"3569","112","ELECTRIC",25799,"2"
"3570","112","ELECTRIC",24077,"2"
"3571","931",NA,0,NA
"3572","112","ELECTRIC",85360,"11"
"3573","101","OIL",1732,"2H"
"3574","913","GAS",9528,"6"
"3575","132",NA,0,NA
"3576","101","GAS",2901,"1"
"3577","101","GAS",1716,"1"
"3578","101","OIL",1566.2,"1T"
"3579","101","GAS",1200,"1"
"3580","101","GAS",1104,"1"
"3581","101","GAS",1612.5,"1T"
"3582","101","GAS",2058,"1"
"3583","102","ELECTRIC",717,"2"
"3584","102","ELECTRIC",413,"1"
"3585","102","ELECTRIC",723,"1"
"3586","102","ELECTRIC",723,"1"
"3587","102","ELECTRIC",723,"1"
"3588","102","ELECTRIC",723,"1"
"3589","102","ELECTRIC",717,"2"
"3590","102","ELECTRIC",413,"1"
"3591","102","ELECTRIC",723,"1"
"3592","102","ELECTRIC",723,"1"
"3593","102","ELECTRIC",723,"1"
"3594","102","ELECTRIC",723,"1"
"3595","102","ELECTRIC",717,"2"
"3596","102","ELECTRIC",413,"1"
"3597","102","ELECTRIC",723,"1"
"3598","102","ELECTRIC",723,"1"
"3599","102","ELECTRIC",723,"1"
"3600","102","ELECTRIC",723,"1"
"3601","102","ELECTRIC",717,"2"
"3602","102","ELECTRIC",413,"1"
"3603","102","ELECTRIC",723,"1"
"3604","102","ELECTRIC",723,"1"
"3605","102","ELECTRIC",723,"1"
"3606","102","ELECTRIC",723,"1"
"3607","101","GAS",1683.5,"1T"
"3608","101","GAS",3894.8,"1H"
"3609","132",NA,0,NA
"3610","130",NA,0,NA
"3611","101","GAS",2460.5,"1"
"3612","101","GAS",884,"1T"
"3613","101","GAS",1372,"2"
"3614","101","GAS",1547,"1H"
"3615","101","GAS",1540,"2"
"3616","101","GAS",910,"1T"
"3617","101","GAS",1825.6,"1H"
"3618","102","ELECTRIC",413,"1"
"3619","102","ELECTRIC",717,"2"
"3620","102","ELECTRIC",723,"1"
"3621","102","ELECTRIC",723,"1"
"3622","102","ELECTRIC",723,"1"
"3623","102","ELECTRIC",723,"1"
"3624","102","ELECTRIC",717,"2"
"3625","102","ELECTRIC",413,"1"
"3626","102","ELECTRIC",723,"1"
"3627","102","ELECTRIC",723,"1"
"3628","102","ELECTRIC",723,"1"
"3629","102","ELECTRIC",723,"1"
"3630","101","GAS",1092,"1"
"3631","101","GAS",1547,"1T"
"3632","101","GAS",1547,"1T"
"3633","101","GAS",1264,"1"
"3634","101","GAS",1164,"1"
"3635","101","GAS",1162,"1"
"3636","101","OIL",1220,"1"
"3637","102","ELECTRIC",413,"1"
"3638","102","ELECTRIC",717,"2"
"3639","102","ELECTRIC",723,"1"
"3640","102","ELECTRIC",723,"1"
"3641","102","ELECTRIC",723,"1"
"3642","102","ELECTRIC",723,"1"
"3643","102","ELECTRIC",413,"1"
"3644","102","ELECTRIC",717,"2"
"3645","102","ELECTRIC",723,"1"
"3646","102","ELECTRIC",723,"1"
"3647","102","ELECTRIC",723,"1"
"3648","102","ELECTRIC",723,"1"
"3649","102","ELECTRIC",413,"1"
"3650","102","ELECTRIC",717,"2"
"3651","102","ELECTRIC",723,"1"
"3652","102","ELECTRIC",723,"1"
"3653","102","ELECTRIC",723,"1"
"3654","102","ELECTRIC",723,"1"
"3655","101","OIL",1638,"1T"
"3656","102","ELECTRIC",717,"2"
"3657","102","ELECTRIC",413,"1"
"3658","102","ELECTRIC",723,"1"
"3659","102","ELECTRIC",723,"1"
"3660","102","ELECTRIC",723,"1"
"3661","102","ELECTRIC",723,"1"
"3662","102","ELECTRIC",717,"2"
