"","USECODE","FUELTYPE","AREASQ","STORYHEIGHT"
"8350","101","OIL",1740,"1"
"8351","104","OIL",2952,"2A"
"8352","105","OIL",4002,"2A"
"8353","105","GAS",4953.2,"2H"
"8354","101","GAS",1270,"1"
"8355","101","GAS",1968,"1"
"8356","101","OIL",1116,"1"
"8357","101","GAS",1260,"1"
"8358","101","GAS",1544,"1H"
"8359","104","OIL",2715,"2A"
"8360","104","OIL",2273,"2A"
"8361","101","GAS",1698,"2A"
"8362","101","OIL",1352,"2"
"8363","101","GAS",1117,"2A"
"8364","101","GAS",2044,"2A"
"8365","101","GAS",1444,"2A"
"8366","101","OIL",1966,"2A"
"8367","104","GAS",2718,"2A"
"8368","105","GAS",3252,"3"
"8369","104","OIL",2373.9,"2A"
"8370","104","GAS",2788.55,"2A"
"8371","104","OIL",2218,"2A"
"8372","101","GAS",1963.6,"2A"
"8373","104","OIL",2960,"2A"
"8374","104","GAS",2322,"2A"
"8375","105","GAS",2849,"2A"
"8376","101","GAS",1620,"2A"
"8377","101","OIL",1472,"2A"
"8378","101","GAS",2310,"2A"
"8379","101","OIL",1618,"2A"
"8380","101","GAS",1426,"2A"
"8381","101","OIL",1472,"2A"
"8382","101","GAS",1536,"2A"
"8383","101","GAS",1703,"2A"
"8384","101","GAS",1711.6,"2A"
"8385","105","OIL",3520.9,"2A"
"8386","104","OIL",2742.4,"2A"
"8387","101","OIL",1529,"2A"
"8388","101","GAS",1680,"2A"
"8389","101","GAS",1364,"2"
"8390","101","GAS",1464.05,"2A"
"8391","101","GAS",2014.5,"2A"
"8392","104","OIL",2260,"2A"
"8393","101","OIL",1424.1,"2A"
"8394","960",NA,0,NA
"8395","013","OIL",3321,"2A"
"8396","101","GAS",1470,"2A"
"8397","101","GAS",1680,"2A"
"8398","101","GAS",1418,"2A"
"8399","101","GAS",1792,"2A"
"8400","101","GAS",1610.93,"2A"
"8401","101","OIL",1736,"2A"
"8402","101","GAS",1462,"2A"
"8403","960",NA,0,NA
"8404","101","GAS",1680,"2A"
"8405","960","GAS",810,"1"
"8406","101","OIL",1468.65,"2A"
"8407","101","OIL",1434,"2A"
"8408","101","OIL",1516,"2A"
"8409","101","OIL",1492.82,"2A"
"8410","101","GAS",1474,"2A"
"8411","101","OIL",1547,"2A"
"8412","101","GAS",1652,"2A"
"8413","013","GAS",2423,"2A"
"8414","104","OIL",2230,"2A"
"8415","101","OIL",1740,"2A"
"8416","104","GAS",2068,"2A"
"8417","101","GAS",1660.6,"2A"
"8418","101","GAS",1452,"2A"
"8419","101","OIL",1680,"2A"
"8420","101","OIL",1752.72,"2A"
"8421","101","OIL",1656,"2A"
"8422","104","GAS",2642,"2A"
"8423","101","OIL",1728.72,"2A"
"8424","101","OIL",1408,"2A"
"8425","101","GAS",1418,"2A"
"8426","101","OIL",1308,"2A"
"8427","101","OIL",1546,"2A"
"8428","132",NA,0,NA
"8429","101","GAS",1493,"2A"
"8430","101","GAS",1685.6,"2A"
"8431","101","GAS",1972,"2A"
"8432","101","OIL",1680,"2A"
"8433","101","OIL",1504,"2A"
"8434","101","GAS",1806,"2A"
"8435","101","OIL",1680,"2A"
"8436","101","GAS",1508,"2A"
"8437","104","OIL",1768,"2H"
"8438","101","GAS",1050,"1T"
"8439","101","GAS",1216,"2"
"8440","104","GAS",3307.2,"2A"
"8441","101","OIL",1600,"1T"
"8442","132",NA,0,NA
"8443","101","OIL",1676.8,"1H"
"8444","104","GAS",2660,"2A"
"8445","101","OIL",940,"1"
"8446","101","OIL",2062.5,"1T"
"8447","101","OIL",1204,"1T"
"8448","101","GAS",1768,"2A"
"8449","101","GAS",1989,"1H"
"8450","101","GAS",636,"1"
"8451","101","OIL",1080,"1H"
"8452","101","GAS",1300,"2"
"8453","101","GAS",673,"1"
"8454","101","OIL",1180.5,"1"
"8455","101","GAS",1040,"2"
"8456","101","OIL",1136,"2"
"8457","104","OIL",1768,"2A"
"8458","101","OIL",1464,"1"
"8459","101","GAS",954,"1"
"8460","101","GAS",860,"1"
"8461","101","GAS",1210,"1"
"8462","101","GAS",972,"1"
"8463","101","GAS",1664,"1"
"8464","101","OIL",940,"1"
"8465","101","GAS",1836,"1"
"8466","101","OIL",664,"1"
"8467","101","OIL",1428,"1T"
"8468","101","GAS",1768,"2A"
"8469","101","GAS",1375,"1"
"8470","101","GAS",896,"1"
"8471","101","ELECTRIC",1443.75,"1T"
"8472","101","GAS",1784,"1T"
"8473","101","OIL",1036,"1"
"8474","101","OIL",616,"1"
"8475","101","GAS",1343,"1T"
"8476","104","GAS",3542,"2A"
"8477","101","OIL",710,"1"
"8478","101","OIL",1659,"1"
"8479","101","OIL",1384,"2A"
"8480","101","OIL",1404,"2"
"8481","101","GAS",1976,"2"
"8482","101","GAS",1600,"2A"
"8483","101","OIL",1456,"2"
"8484","104","GAS",2494,"2A"
"8485","104","OIL",2610,"2A"
"8486","104","OIL",2944,"2A"
"8487","104","GAS",2460,"2A"
"8488","104","GAS",3211.75,"2"
"8489","101","OIL",1470,"2A"
"8490","101","GAS",1348.4,"1H"
"8491","101","OIL",1953,"1T"
"8492","132",NA,0,NA
"8493","101","OIL",1489,"1T"
"8494","101","GAS",2305.6,"2A"
"8495","140","GAS",2488.8,"1H"
"8496","101","OIL",1589.28,"2A"
"8497","101","GAS",2387.5,"2"
"8498","101","GAS",1714,"2"
"8499","101","OIL",1680,"2A"
"8500","101","OIL",1536,"2"
"8501","101","GAS",1650,"2"
"8502","101","GAS",1270.1,"2"
"8503","101","OIL",1584,"2"
"8504","101","OIL",1721.6,"2"
"8505","101","OIL",1680,"1T"
"8506","101","OIL",1334,"1H"
"8507","101","GAS",1323,"1T"
"8508","101","OIL",2013.6,"1H"
"8509","101","OIL",2540.4,"2"
"8510","101","OIL",1500.05,"2A"
"8511","101","GAS",1377.6,"1T"
"8512","101","GAS",885,"1"
"8513","101","OIL",710,"1"
"8514","104","GAS",1248,"1"
"8515","101","OIL",1144,"2"
"8516","101","OIL",1118,"1"
"8517","101","OIL",1144,"2"
"8518","101","GAS",1650,"2"
"8519","101","OIL",1144,"2"
"8520","101","GAS",1610,"2"
"8521","101","GAS",1302,"2A"
"8522","101","OIL",1776,"2"
"8523","101","OIL",1200,"2"
"8524","101","GAS",1724,"2"
"8525","101","GAS",1344,"2"
"8526","101","GAS",1320,"2"
"8527","132",NA,0,NA
"8528","104","OIL",2575.6,"2A"
"8529","101","GAS",1810,"2A"
"8530","101","OIL",1956,"2A"
"8531","101","OIL",1456,"2A"
"8532","101","OIL",1680,"2A"
"8533","101","OIL",3068,"2A"
"8534","130",NA,0,NA
"8535","101","OIL",1436,"2A"
"8536","104","GAS",3208.5,"2A"
"8537","101","GAS",2181,"1A"
"8538","101","OIL",1085,"1T"
"8539","101","GAS",2587.2,"1H"
"8540","101","OIL",2222,"2"
"8541","101","OIL",1371,"1T"
"8542","101","OIL",1236,"2"
"8543","101","OIL",1745,"2"
"8544","104","OIL",2536,"2A"
"8545","104","OIL",4102,"2A"
"8546","104","OIL",1940,"2A"
"8547","104","OIL",2146,"2A"
"8548","104","OIL",2346,"2A"
"8549","101","OIL",1294.5,"1T"
"8550","132",NA,0,NA
"8551","104","OIL",2660,"2A"
"8552","957",NA,0,NA
"8553","959","GAS",2554,"2A"
"8554","101","OIL",1890,"1"
"8555","101","GAS",1512,"2"
"8556","101","OIL",1600,"2A"
"8557","101","OIL",1974,"1H"
"8558","101","GAS",1408,"2A"
"8559","104","OIL",2920,"2A"
"8560","105","OIL",3775.8,"2A"
"8561","104","OIL",3045,"2A"
"8562","104","OIL",2035,"2A"
"8563","109","OIL",2400,"2A"
"8564","101","OIL",1144,"1"
"8565","101","GAS",777,"1T"
"8566","105","GAS",3261.4,"2A"
"8567","101","OIL",1132,"1"
"8568","104","GAS",2536,"2A"
"8569","101","OIL",1144,"1"
"8570","101","OIL",1564,"2A"
"8571","101","GAS",1401,"1T"
"8572","101","OIL",1240,"2"
"8573","957","GAS",12240,"1"
"8574","101","OIL",1146,"1T"
"8575","132",NA,0,NA
"8576","104","OIL",2833.6,"2A"
"8577","104","OIL",2146,"2A"
"8578","101","OIL",1414,"2A"
"8579","101","OIL",1881.55,"2A"
"8580","111","OIL",3992.8,"2"
"8581","104","GAS",2815.2,"2A"
"8582","970","OIL",3017.6,"2A"
"8583","102","ELECTRIC",574,"2"
"8584","102","ELECTRIC",676,"2"
"8585","102","ELECTRIC",734,"2"
"8586","102","ELECTRIC",734,"2"
"8587","102","ELECTRIC",734,"2"
"8588","102","ELECTRIC",734,"2"
"8589","102","ELECTRIC",560,"2"
"8590","102","ELECTRIC",676,"2"
"8591","102","ELECTRIC",734,"2"
"8592","102","ELECTRIC",734,"2"
"8593","102","ELECTRIC",734,"2"
"8594","102","ELECTRIC",734,"2"
"8595","102","ELECTRIC",560,"2"
"8596","102","ELECTRIC",676,"2"
"8597","102","ELECTRIC",734,"2"
"8598","102","ELECTRIC",734,"2"
"8599","102","ELECTRIC",734,"2"
"8600","102","ELECTRIC",734,"2"
"8601","325","OIL",1125,"1"
"8602","337",NA,0,NA
"8603","325","GAS",6804,"1"
"8604","337",NA,0,NA
"8605","101","GAS",1296,"1"
"8606","104","OIL",2284,"2A"
"8607","132",NA,0,NA
"8608","104","OIL",2678,"2A"
"8609","104","OIL",2252,"2A"
"8610","104","OIL",2288,"2A"
"8611","101","GAS",1456,"1"
"8612","132",NA,0,NA
"8613","132",NA,0,NA
"8614","104","OIL",2392,"2A"
"8615","104","OIL",2494,"2A"
"8616","132",NA,0,NA
"8617","104","ELECTRIC",2640.4,"2A"
"8618","101","OIL",1328,"2A"
"8619","104","OIL",2696,"2A"
"8620","101","GAS",1608,"2A"
"8621","101","OIL",1732,"2"
"8622","101","OIL",1378,"2"
"8623","104","GAS",2203,"2"
"8624","101","GAS",1610,"1"
"8625","101","GAS",1608,"2A"
"8626","104","GAS",2171,"2A"
"8627","101","GAS",1488.38,"1A"
"8628","106",NA,0,NA
"8629","101","OIL",1926.4,"1H"
"8630","101","OIL",1089,"1T"
"8631","104","GAS",2501,"2A"
"8632","104","GAS",2840,"2A"
"8633","104","OIL",2814,"2A"
"8634","104","GAS",3088,"2A"
"8635","104","GAS",2400.5,"2A"
"8636","105","GAS",4905,"3"
"8637","101","GAS",2384,"2A"
"8638","101","OIL",1223,"2"
"8639","101","GAS",1560,"1H"
"8640","101","GAS",960,"1"
"8641","104","GAS",2605.5,"2A"
"8642","101","OIL",1078,"1T"
"8643","105","GAS",2791,"2A"
"8644","101","GAS",1056,"1"
"8645","323","GAS",90468,"2"
"8646","111","OIL",11400,"4"
"8647","104","OIL",2595.05,"2A"
"8648","101","OIL",1632,"2A"
"8649","132",NA,0,NA
"8650","104","GAS",2364.4,"2A"
"8651","104","GAS",2542,"2A"
"8652","105","OIL",3242.2,"2H"
"8653","101","GAS",1032.5,"2A"
"8654","101","OIL",843,"1T"
"8655","101","GAS",1155.5,"1T"
"8656","101","OIL",1128,"1H"
"8657","101","GAS",1624,"2A"
"8658","104","GAS",2756,"2A"
"8659","105","OIL",3195.4,"2H"
"8660","104","OIL",2852,"2A"
"8661","104","GAS",1656,"2A"
"8662","105","GAS",3312.4,"2H"
"8663","104","GAS",2724,"2"
"8664","104","GAS",2176,"2A"
"8665","104","OIL",2016,"1T"
"8666","104","OIL",2540,"2A"
"8667","101","OIL",1524,"2"
"8668","101","OIL",980,"1T"
"8669","104","PROPANE",2340,"2"
"8670","105","OIL",3238.4,"2A"
"8671","101","OIL",1404,"2"
"8672","104","GAS",2376,"2A"
"8673","104","OIL",2520,"2A"
"8674","101","GAS",1081.6,"1H"
"8675","112","GAS",13600,"4"
"8676","112","OIL",6400,"5"
"8677","111","GAS",9600,"4"
"8678","132",NA,0,NA
"8679","104","OIL",2650,"2A"
"8680","104","OIL",2190,"2A"
"8681","105","OIL",4455,"2A"
"8682","111","OIL",9000,"4"
"8683","112","OIL",16600,"4"
"8684","101","GAS",1408,"2A"
"8685","104","GAS",2880,"2A"
"8686","104","GAS",1908,"2"
"8687","104","GAS",2838.8,"2A"
"8688","106",NA,0,NA
"8689","101","GAS",1792.8,"1"
"8690","111","GAS",8320,"4"
"8691","101","OIL",1553,"2A"
"8692","101","GAS",1120,"2"
"8693","101","OIL",1280,"2"
"8694","104","GAS",2642,"2A"
"8695","104","GAS",2798,"2A"
"8696","101","OIL",2106.5,"1H"
"8697","104","OIL",1976,"2"
"8698","105","GAS",2990,"2A"
"8699","101","GAS",1972,"2A"
"8700","104","OIL",3057.6,"2H"
"8701","111","ELECTRIC",5280,"2"
"8702","101","OIL",1703,"1A"
"8703","104","OIL",2861.65,"2A"
"8704","101","OIL",1574,"2A"
"8705","101","OIL",1800,"2A"
"8706","101","GAS",2017.5,"2A"
"8707","104","GAS",2562,"2A"
"8708","104","OIL",2384,"2A"
"8709","101","OIL",1298,"1T"
"8710","326","GAS",2148,"1"
"8711","132",NA,0,NA
"8712","105","OIL",2058,"2A"
"8713","101","GAS",1276,"1T"
"8714","101","GAS",1260,"1T"
"8715","105","GAS",1932,"2A"
"8716","101","ELECTRIC",988,"1"
"8717","105","OIL",3069,"2T"
"8718","104","OIL",2108,"2A"
"8719","104","GAS",2640,"2"
"8720","104","ELECTRIC",2160,"2"
"8721","111","ELECTRIC",3840,"2"
"8722","132",NA,0,NA
"8723","130",NA,0,NA
"8724","101","OIL",1344,"1H"
"8725","101","OIL",1612.8,"1H"
"8726","101","OIL",1280,"1H"
"8727","101","OIL",1228.8,"1H"
"8728","101","GAS",1663,"2A"
"8729","105","OIL",3038,"2A"
"8730","104","OIL",2235.6,"2A"
"8731","106",NA,0,NA
"8732","101","OIL",1304,"2A"
"8733","104","OIL",2320.2,"2A"
"8734","101","OIL",1309.5,"1T"
"8735","104","GAS",2160,"2"
"8736","101","OIL",1120,"1T"
"8737","105","GAS",2898,"2A"
"8738","102","OIL",565,"2"
"8739","102","OIL",676,"2"
"8740","102","ELECTRIC",734,"2"
"8741","102","OIL",734,"2"
"8742","102","OIL",734,"2"
"8743","102","OIL",734,"2"
"8744","104","GAS",2640,"2"
"8745","325","GAS",11022.4,"1A"
"8746","101","OIL",1736,"1T"
"8747","900",NA,0,NA
"8748","130",NA,0,NA
"8749","104","OIL",2444,"2A"
"8750","104","OIL",2608,"2A"
"8751","104","GAS",2090,"2A"
"8752","104","GAS",2689,"2A"
"8753","101","GAS",1986,"2A"
"8754","104","GAS",2384,"2A"
"8755","101","GAS",2088,"2A"
"8756","104","OIL",2780,"2A"
"8757","104","GAS",2398.56,"2A"
"8758","936","OIL",1904,"2A"
"8759","104","GAS",2010,"2A"
"8760","104","SOLAR",2388,"2A"
"8761","104","OIL",3906.4,"2H"
"8762","105","GAS",3003.8,"2A"
"8763","333","GAS",1592,"1"
"8764","333",NA,0,NA
"8765","013","OIL",3453,"2A"
"8766","013","GAS",4662,"2H"
"8767","101","OIL",2076,"2A"
"8768","104","GAS",2700,"2A"
"8769","109","GAS",3860,"2A"
"8770","105","GAS",4017.75,"3"
"8771","101","GAS",1550,"2A"
"8772","101","OIL",1616,"2A"
"8773","101","GAS",1600.94,"2A"
"8774","101","GAS",1668,"2A"
"8775","101","GAS",1759.5,"2A"
"8776","101","GAS",1596,"2A"
"8777","101","GAS",1648,"2A"
"8778","101","OIL",1912.5,"1T"
"8779","101","GAS",1740,"2A"
"8780","101","GAS",1660,"2A"
"8781","101","OIL",1310,"2A"
"8782","104","OIL",2896,"2A"
"8783","104","OIL",2600,"2A"
"8784","105","GAS",2994.6,"2H"
"8785","104","ELECTRIC",1824,"2"
"8786","931","OIL",4184,"1"
"8787","101","OIL",1577,"2A"
"8788","104","OIL",2518,"2A"
"8789","132",NA,0,NA
"8790","101","GAS",1692,"2A"
"8791","101","GAS",1862,"2A"
"8792","101","GAS",508.8,"1H"
"8793","104","OIL",2366,"2A"
"8794","104","GAS",1975,"2A"
"8795","101","GAS",1794,"2A"
"8796","101","GAS",1968,"2A"
"8797","101","OIL",1696,"2A"
"8798","104","GAS",1976.5,"2A"
"8799","104","OIL",2646,"2A"
"8800","101","GAS",1344,"2A"
"8801","101","OIL",1440,"2A"
"8802","101","OIL",936,"1"
"8803","104","OIL",2504,"2A"
"8804","104","OIL",2504,"2A"
"8805","111","OIL",8700,"3"
"8806","104","GAS",2957.8,"2A"
"8807","104","OIL",2704,"2A"
"8808","104","GAS",3024.5,"2A"
"8809","105","GAS",3455.5,"15"
"8810","101","OIL",1296,"2A"
"8811","104","GAS",2436.3,"2A"
"8812","104","GAS",2660,"2"
"8813","105","GAS",3358,"2A"
"8814","132",NA,0,NA
"8815","101","OIL",1492,"2"
"8816","101","OIL",1761,"2"
"8817","101","GAS",2177,"2A"
"8818","101","OIL",1460,"2A"
"8819","101","OIL",1529.6,"1H"
"8820","101","GAS",1459.2,"1H"
"8821","104","OIL",2517.07,"2A"
"8822","104","GAS",2456.5,"2A"
"8823","104","OIL",2416,"2A"
"8824","105","ELECTRIC",4176,"2"
"8825","101","OIL",1302,"1T"
"8826","101","GAS",1872,"1T"
"8827","104","OIL",2919.4,"2A"
"8828","104","GAS",2044.7,"2A"
"8829","101","GAS",875,"1"
"8830","101","GAS",1186,"1"
"8831","101","GAS",900,"1"
"8832","930",NA,0,NA
"8833","971",NA,0,NA
"8834","104","OIL",1966,"2"
"8835","101","OIL",1000,"1"
"8836","101","OIL",864,"1"
"8837","101","GAS",700,"1"
"8838","101","GAS",864,"1"
"8839","101","GAS",900,"1"
"8840","101","GAS",1221,"1"
"8841","101","OIL",1228.8,"1H"
"8842","337",NA,0,NA
"8843","316","OIL",6010,"1"
"8844","101","GAS",1655,"1T"
"8845","104","GAS",2172,"2A"
"8846","105","OIL",3355,"2H"
"8847","337",NA,0,NA
"8848","104","OIL",2400,"2A"
"8849","104","OIL",2756.55,"2A"
"8850","132",NA,0,NA
"8851","104","OIL",2118,"2A"
"8852","104","GAS",2917.64,"2A"
"8853","111","OIL",4080,"2A"
"8854","101","GAS",1942,"2A"
"8855","101","GAS",1852,"2A"
"8856","101","GAS",1942,"2A"
"8857","105","GAS",2594,"2A"
"8858","104","GAS",2712,"2A"
"8859","101","OIL",1354,"1T"
"8860","104","GAS",1900,"2"
"8861","104","OIL",1776,"2"
"8862","104","OIL",2842,"2A"
"8863","104","OIL",3056,"2A"
"8864","104","GAS",2462,"2A"
"8865","130",NA,0,NA
"8866","101","GAS",1656,"2A"
"8867","330",NA,1040,"1"
"8868","132",NA,0,NA
"8869","013","GAS",7252,"1"
"8870","104","OIL",1805.8,"2A"
"8871","104","GAS",3002.1,"2A"
"8872","104","OIL",3011.3,"2A"
"8873","104","OIL",2390.3,"2A"
"8874","104","GAS",2488,"2A"
"8875","104","GAS",2785.3,"2A"
"8876","112","GAS",10920,"5"
"8877","101","OIL",1648,"2A"
"8878","104","GAS",2994.5,"2A"
"8879","101","OIL",1872,"2A"
"8880","104","GAS",3518.6,"2A"
"8881","104","OIL",2649.6,"2A"
"8882","104","OIL",1835.94,"2A"
"8883","104","GAS",1706,"2A"
"8884","105","OIL",2920.75,"2"
"8885","900",NA,0,NA
"8886","104","OIL",2112,"2A"
"8887","101","GAS",932.5,"1T"
"8888","104","GAS",2128,"2A"
"8889","101","OIL",1092,"1T"
"8890","105","GAS",2080.4,"2A"
"8891","105","GAS",2470.4,"2H"
"8892","105","GAS",1983.2,"2A"
"8893","105","OIL",2152,"2A"
"8894","104","GAS",1764,"1T"
"8895","101","GAS",943.9,"1A"
"8896","104","OIL",2032,"2A"
"8897","101","OIL",1200,"2A"
"8898","104","ELECTRIC",2960,"2"
"8899","104","GAS",2099,"2A"
"8900","104",NA,0,"2"
"8901","900",NA,0,NA
"8902","104","OIL",2688,"2A"
"8903","104","PROPANE",2418,"2"
"8904","130",NA,0,NA
"8905","101","TYPICAL",814.5,"1T"
"8906","101","OIL",1163.5,"1T"
"8907","101","OIL",883.75,"1T"
"8908","104","OIL",1872,"2A"
"8909","105","GAS",2650.8,"2A"
"8910","101","OIL",2016,"2A"
"8911","101","GAS",1751.2,"2A"
"8912","104","OIL",2830,"2A"
"8913","101","GAS",1576.8,"1T"
"8914","101","OIL",1456,"1T"
"8915","101","OIL",1304,"1T"
"8916","105","OIL",2548,"2H"
"8917","104","GAS",2346.4,"2H"
"8918","101","GAS",1230.6,"1"
"8919","111","GAS",7008,"4"
"8920","104","OIL",1986,"1T"
"8921","101","OIL",1937.35,"2A"
"8922","105","OIL",2548,"2H"
"8923","101","GAS",1512,"2A"
"8924","101","GAS",1980,"1"
"8925","104","OIL",2088,"2A"
"8926","105","OIL",2993.1,"2A"
"8927","132",NA,0,NA
"8928","105","OIL",3026.8,"2A"
"8929","105","GAS",2305.6,"2A"
"8930","101","GAS",1680,"2A"
"8931","101","OIL",1188,"2A"
"8932","112","OIL",25200,"3"
"8933","101","ELECTRIC",1713.6,"1H"
"8934","105","OIL",3104.2,"2A"
"8935","104","OIL",1876.8,"2A"
"8936","104","OIL",1586,"2A"
"8937","101","OIL",936,"1T"
"8938","101","GAS",1680,"2"
"8939","104","OIL",1904,"2A"
"8940","104","GAS",1872,"2"
"8941","104","OIL",1354,"1T"
"8942","104","ELECTRIC",2960,"2"
"8943","031","OIL",3876,"2"
"8944","400","GAS",11872,"1"
"8945","400","GAS",223131,"1"
"8946","440",NA,0,NA
"8947","400","GAS",32416,"1"
"8948","930",NA,0,NA
"8949","931","GAS",61152,"3"
"8950","931","OIL",19200,"1"
"8951","931","OIL",5675,"2"
"8952","931","OIL",567,"1"
"8953","931",NA,0,NA
"8954","316","GAS",21222,"1"
"8955","971",NA,0,NA
"8956","101","GAS",1428,"1"
"8957","106",NA,0,NA
"8958","900",NA,0,NA
"8959","338","GAS",2552,"1"
"8960","132",NA,0,NA
"8961","101","OIL",1008,"1T"
"8962","101","GAS",1520,"1T"
"8963","101","OIL",1266,"1T"
"8964","101","OIL",1008,"1T"
"8965","101","OIL",1184,"1T"
"8966","101","OIL",1008,"1T"
"8967","104","GAS",2832,"2A"
"8968","101","GAS",1064,"1T"
"8969","101","GAS",1262,"1T"
"8970","400","GAS",5020.6,"1"
"8971","104","GAS",1836,"2"
"8972","101","OIL",1303.25,"1T"
"8973","101","OIL",1488,"2"
"8974","101","GAS",1254,"2"
"8975","101","GAS",1242,"2"
"8976","101","GAS",1390,"2"
"8977","101","GAS",1482,"2"
"8978","101","GAS",2120,"2A"
"8979","101","OIL",1518,"2"
"8980","101","OIL",1296,"2"
"8981","101","OIL",1254,"2"
"8982","101","GAS",1254,"2"
"8983","101","OIL",1350,"2"
"8984","106",NA,0,NA
"8985","104","GAS",2632,"2A"
"8986","111","OIL",2498,"2"
"8987","111","GAS",3528,"2"
"8988","101","GAS",1692.8,"2A"
"8989","101","GAS",1538.5,"1T"
"8990","105","GAS",2966,"3"
"8991","101","GAS",1000,"1"
"8992","013","GAS",21660,"3"
"8993","013","GAS",8480,"5"
"8994","104","GAS",1613.5,"1T"
"8995","104","OIL",2380,"2A"
"8996","112","GAS",13893,"5"
"8997","325","OIL",960,"1"
"8998","101","OIL",1188,"2"
"8999","101","GAS",1799,"2A"
"9000","109","GAS",2577.9,"2"
"9001","351","GAS",7030,"1"
"9002","104","OIL",2636,"2A"
"9003","101","OIL",1988,"1T"
"9004","104","OIL",2132,"2A"
"9005","101","OIL",1155,"1T"
"9006","101","OIL",1638,"1T"
"9007","101","OIL",2338,"2A"
"9008","101","GAS",1685.6,"1"
"9009","101","GAS",2024.4,"1H"
"9010","101","GAS",1552,"2A"
"9011","130",NA,0,NA
"9012","102","ELECTRIC",523,"2"
"9013","102","ELECTRIC",523,"2"
"9014","102","ELECTRIC",523,"2"
"9015","102","ELECTRIC",523,"2"
"9016","102","ELECTRIC",523,"2"
"9017","102","ELECTRIC",523,"2"
"9018","102","ELECTRIC",523,"2"
"9019","102","ELECTRIC",523,"2"
"9020","102","ELECTRIC",523,"2"
"9021","102","ELECTRIC",523,"2"
"9022","102","ELECTRIC",523,"2"
"9023","102","ELECTRIC",523,"2"
"9024","102","ELECTRIC",523,"2"
"9025","102","ELECTRIC",523,"2"
"9026","102","ELECTRIC",523,"2"
"9027","102","ELECTRIC",523,"2"
"9028","102","ELECTRIC",523,"2"
"9029","102","ELECTRIC",523,"2"
"9030","132",NA,0,NA
"9031","111","GAS",4102.93,"2A"
"9032","111","OIL",5440,"2"
"9033","111","OIL",5722,"3"
"9034","101","OIL",2599.4,"1T"
"9035","931",NA,0,NA
"9036","104","OIL",2908,"2A"
"9037","104","OIL",2372,"2A"
"9038","104","GAS",2576,"2A"
"9039","900",NA,0,NA
"9040","132",NA,0,NA
"9041","105","GAS",3153.6,"2H"
"9042","330","OIL",604,"1"
"9043","013","OIL",1630.88,"2"
"9044","325","GAS",2520,"1"
"9045","337",NA,0,NA
"9046","330","GAS",5050,"1"
"9047","326","OIL",13037,"1"
"9048","111","GAS",4010,"2"
"9049","104","GAS",2873,"2A"
"9050","101","GAS",1207.5,"1T"
"9051","104","GAS",2568,"2A"
"9052","316","GAS",1040,"1"
"9053","112","OIL",10540,"2"
"9054","031","GAS",3900,"1"
"9055","105","GAS",3960,"3"
"9056","338","GAS",16720,"1"
"9057","390",NA,0,NA
"9058","390",NA,0,NA
"9059","101","GAS",1540,"2A"
"9060","101","GAS",2010,"2A"
"9061","101","GAS",1216,"2A"
"9062","101","GAS",1272,"2A"
"9063","101","OIL",768,"1"
"9064","101","GAS",2042.4,"1H"
"9065","101","OIL",1008,"2A"
"9066","101","OIL",2054,"1T"
"9067","031","GAS",1500,"1"
"9068","390",NA,0,NA
"9069","390",NA,0,NA
"9070","390",NA,0,NA
"9071","104","OIL",2824,"2A"
"9072","132",NA,0,NA
"9073","104","GAS",2564,"2A"
"9074","104","GAS",1916,"2A"
"9075","101","GAS",1808,"2A"
"9076","101","OIL",1680,"2A"
"9077","101","GAS",1598,"2A"
"9078","104","OIL",2760,"2A"
"9079","101","OIL",1468,"2A"
"9080","013","OIL",7500,"3"
"9081","101","OIL",1918,"2"
"9082","101","OIL",1436,"2A"
"9083","104","OIL",2658,"2A"
"9084","105","OIL",3250,"2H"
"9085","101","OIL",1224,"2A"
"9086","101","GAS",1680,"2A"
"9087","101","GAS",2002,"2A"
"9088","101","GAS",1016,"2A"
"9089","106",NA,0,NA
"9090","101","OIL",1738.2,"2A"
"9091","101","OIL",1712,"2A"
"9092","101","OIL",2410,"2A"
"9093","105","OIL",4848,"2A"
"9094","101","OIL",1360,"2A"
"9095","112","GAS",11520,"4"
"9096","111","GAS",2850,"3"
"9097","325","GAS",10469,"1"
"9098","112","GAS",10080,"4"
"9099","392",NA,0,NA
"9100","392",NA,0,NA
"9101","340","OIL",2000,"1"
"9102","390",NA,0,NA
"9103","112","GAS",12096,"3"
"9104","337",NA,0,NA
"9105","337",NA,0,NA
"9106","337",NA,0,NA
"9107","971",NA,0,NA
"9108","924",NA,0,NA
"9109","337",NA,0,NA
"9110","924",NA,0,NA
"9111","971",NA,0,NA
"9112","924",NA,0,NA
"9113","334","GAS",1788,"1"
"9114","337",NA,0,NA
"9115","111","GAS",10224,"4"
"9116","105","GAS",3643.2,"2A"
"9117","331","GAS",5550,"1"
"9118","316","GAS",1120,"1"
"9119","102","ELECTRIC",1120,"2"
"9120","102","ELECTRIC",1456,"2"
"9121","102","ELECTRIC",1120,"2"
"9122","102","ELECTRIC",1120,"2"
"9123","102","ELECTRIC",1456,"2"
"9124","102","ELECTRIC",1120,"2"
"9125","102","ELECTRIC",1120,"2"
"9126","102","ELECTRIC",1456,"2"
"9127","102","ELECTRIC",1120,"2"
"9128","102","ELECTRIC",1120,"2"
"9129","102","ELECTRIC",2002,"2"
"9130","102","ELECTRIC",1120,"2"
"9131","392",NA,0,NA
