Town	Use code	Description	Stories	Stories_Desc	Style	Style Description	Living Area	Heat fuel	Fuel Description	Heat type	Type description
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1732	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1736	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1737	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1738	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1740	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1740	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1742	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1744	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1744	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1745	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1746	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1747	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1748	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1750	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1750	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1755	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1756	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1758	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1760	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1760	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1760	3	Gas	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1762	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1762	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1768	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1768	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1772	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1772	4	Electric	11	Geothermal
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1774	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1774	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1776	3	Gas	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1776	3	Gas	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1777	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1780	2	Oil	3	Hot Air-no Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1780	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1782	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1782	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1782	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1783	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1788	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1789	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1792	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1794	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1795	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1797	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1798	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1798	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1800	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1809	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1811	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1816	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1816	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1818	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1819	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1820	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1821	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1824	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1834	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1834	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1836	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1840	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1844	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1845	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1845	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1846	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1848	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1850	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1853	3	Gas	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1857	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1859	4	Electric	7	Radiant-Elec.
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1860	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1860	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1860	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1861	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1868	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1869	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1871	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1871	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1871	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1872	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1877	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1878	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1881	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1883	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1884	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1885	3	Gas	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1886	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1893	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1894	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1896	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1896	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1906	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1906	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1912	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1912	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1912	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1913	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1914	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1919	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1921	2	Oil	3	Hot Air-no Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1922	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1923	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1924	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1926	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1927	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1931	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1936	4	Electric	7	Radiant-Elec.
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1942	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1945	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1945	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1948	4	Electric	7	Radiant-Elec.
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1949	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1950	3	Gas	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1952	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1952	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1952	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1955	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1957	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1960	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1965	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1969	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1970	4	Electric	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1974	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1974	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1976	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1980	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1980	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1981	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1986	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1988	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1991	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	1992	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2005	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2006	3	Gas	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2007	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2008	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2012	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2013	3	Gas	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2016	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2016	3	Gas	8	Radiant-Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2019	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2020	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2022	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2024	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2025	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2027	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2038	2	Oil	8	Radiant-Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2039	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2040	4	Electric	7	Radiant-Elec.
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2041	3	Gas	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2043	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2050	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2052	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2053	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2053	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2053	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2056	2	Oil	10	Hydro Air
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2057	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2059	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2059	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2060	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2061	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2065	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2081	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2083	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2088	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2092	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2096	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2111	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2112	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2116	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2122	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2125	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2132	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2135	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2138	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2146	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2150	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2157	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2160	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2161	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2167	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2168	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2182	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2186	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2200	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2201	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2203	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2221	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2223	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2227	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2233	3	Gas	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2234	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2237	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2250	2	Oil	10	Hydro Air
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2258	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2259	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2264	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2269	2	Oil	10	Hydro Air
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2276	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2282	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2283	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2286	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2297	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2297	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2298	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2298	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2305	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2312	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2336	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2340	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2348	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2352	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2353	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2357	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2376	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2398	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2436	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2440	2	Oil	10	Hydro Air
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2444	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2446	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2489	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2560	2	Oil	10	Hydro Air
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2571	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2572	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2574	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2585	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2592	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2598	2	Oil	10	Hydro Air
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2613	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2614	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2621	3	Gas	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2677	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2724	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2776	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2783	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2786	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2803	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2808	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2847	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2885	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	2919	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	3052	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	3108	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	3139	2	Oil	10	Hydro Air
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	3264	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	1	Ranch	3543	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	2	Split-Level	960	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	2	Split-Level	1056	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	2	Split-Level	1056	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	2	Split-Level	1074	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	2	Split-Level	1104	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	2	Split-Level	1104	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	2	Split-Level	1104	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	2	Split-Level	1125	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	2	Split-Level	1150	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	2	Split-Level	1150	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	2	Split-Level	1152	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	2	Split-Level	1152	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	2	Split-Level	1200	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	2	Split-Level	1250	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	2	Split-Level	1280	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	2	Split-Level	1296	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	2	Split-Level	1296	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	2	Split-Level	1344	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	2	Split-Level	1352	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	2	Split-Level	1355	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	2	Split-Level	1356	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	2	Split-Level	1380	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1	1 Story	2	Split-Level	1424	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	2	Split-Level	1440	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	2	Split-Level	1441	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1	1 Story	2	Split-Level	1451	3	Gas	4	Forced Air-Duc
