Town	Use code	Description	Stories	Stories_Desc	Style	Style Description	Living Area	Heat fuel	Fuel Description	Heat type	Type description
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	4	Cape Cod	3107	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	4	Cape Cod	3109	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	4	Cape Cod	3116	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	4	Cape Cod	3122	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	4	Cape Cod	3129	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	4	Cape Cod	3167	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	4	Cape Cod	3168	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	4	Cape Cod	3252	3	Gas	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	4	Cape Cod	3268	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	4	Cape Cod	3268	3	Gas	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	4	Cape Cod	3289	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	4	Cape Cod	3293	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	4	Cape Cod	3301	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	4	Cape Cod	3433	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	4	Cape Cod	3437	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	4	Cape Cod	3479	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	4	Cape Cod	3495	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	4	Cape Cod	3517	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	4	Cape Cod	3526	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	4	Cape Cod	3555	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	4	Cape Cod	3762	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	4	Cape Cod	3897	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	4	Cape Cod	3944	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	4	Cape Cod	4390	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	4	Cape Cod	4928	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	5	Bungalow	1126	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	5	Bungalow	1436	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	5	Bungalow	1836	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	5	Bungalow	2229	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	5	Bungalow	2264	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	5	Bungalow	2297	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	768	2	Oil	2	Convection
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	897	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	905	2	Oil	3	Hot Air-no Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	993	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1030	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1040	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1052	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1073	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1088	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1207	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1232	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1234	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1248	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1252	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1258	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1265	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1267	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1280	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1287	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1298	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1302	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1328	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1329	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1371	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1379	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1384	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1417	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1418	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1418	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1424	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1426	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1431	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1434	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1442	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1442	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1448	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1478	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1480	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1483	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1484	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1486	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1489	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1498	7	Propane	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1499	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1508	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1510	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1516	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1517	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1528	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1534	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1548	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1558	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1571	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1579	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1584	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1590	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1626	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1629	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1630	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1631	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1654	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1660	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1662	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1665	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1673	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1676	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1682	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1694	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1697	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1701	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1703	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1705	7	Propane	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1709	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1732	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1737	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1739	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1750	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1753	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1754	3	Gas	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1756	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1762	3	Gas	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1774	3	Gas	11	Geothermal
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1790	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1817	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1828	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1846	3	Gas	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1919	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1964	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1972	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	1982	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	2023	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	2111	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	2132	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	2237	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	2320	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	2343	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	2406	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	2416	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	2418	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	2429	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	2435	3	Gas	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	2686	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	3127	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	3334	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	3402	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	3455	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	3517	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	6	Conventional	4301	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	1241	4	Electric	7	Radiant-Elec.
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	1456	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	1539	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	1545	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	1670	4	Electric	7	Radiant-Elec.
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	1680	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	1691	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	1713	4	Electric	7	Radiant-Elec.
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	1734	4	Electric	7	Radiant-Elec.
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	1741	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	1757	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	1775	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	1776	4	Electric	7	Radiant-Elec.
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	1801	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	1807	4	Electric	7	Radiant-Elec.
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	1810	3	Gas	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	1816	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	1836	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	1839	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	1859	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	1876	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	1887	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	1903	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	1910	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	1914	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	1916	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	1919	4	Electric	7	Radiant-Elec.
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	1943	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	1997	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	2101	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	2178	4	Electric	7	Radiant-Elec.
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	2224	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	2253	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	2266	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	2288	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	2288	2	Oil	10	Hydro Air
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	2291	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	2309	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	2381	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	2397	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	2659	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	2729	7	Propane	8	Radiant-Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	2928	3	Gas	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	3332	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	3595	2	Oil	10	Hydro Air
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	3603	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	3738	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	3870	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	3916	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	7	Modern/Contemp	4327	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	8	Raised Ranch	1184	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	8	Raised Ranch	1242	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	8	Raised Ranch	1256	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	8	Raised Ranch	1818	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	8	Raised Ranch	2382	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	11	Family Conver.	1821	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	63	Antique	1135	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	63	Antique	1308	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	63	Antique	1322	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	63	Antique	1331	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	63	Antique	1433	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	63	Antique	1511	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	63	Antique	1668	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	63	Antique	1672	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	63	Antique	1840	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	63	Antique	1850	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	63	Antique	1868	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	63	Antique	1870	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	63	Antique	1897	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	63	Antique	1987	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	63	Antique	2043	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	63	Antique	2071	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	63	Antique	2098	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	63	Antique	2832	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	63	Antique	3245	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	63	Antique	3526	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	63	Antique	3850	2	Oil	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 1/2 Stories	63	Antique	4238	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 Story	4	Cape Cod	1317	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 Story	4	Cape Cod	1693	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 Story	4	Cape Cod	1733	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 Story	4	Cape Cod	1737	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 Story	4	Cape Cod	2440	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.5	1 Story	4	Cape Cod	2494	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 Story	6	Conventional	2127	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 Story	6	Conventional	2585	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.5	1 Story	63	Antique	1514	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1.5		4	Cape Cod	3214	2	Oil	10	Hydro Air
Holden	1010	Single Fam  MDL-01	1.5		7	Modern/Contemp	2330	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.75		4	Cape Cod	2355	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.75		4	Cape Cod	2505	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.75		7	Modern/Contemp	3503	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.75	1 1/2 Stories	4	Cape Cod	1615	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.75	1 1/2 Stories	4	Cape Cod	2233	2	Oil	6	Steam
Holden	1010	Single Fam  MDL-01	1.75	1 1/2 Stories	4	Cape Cod	2295	2	Oil	5	Hot Water
Holden	1010	Single Fam  MDL-01	1.75	1 1/2 Stories	4	Cape Cod	2669	2	Oil	10	Hydro Air
Holden	1010	Single Fam  MDL-01	1.75	1 1/2 Stories	4	Cape Cod	3487	2	Oil	10	Hydro Air
Holden	1010	Single Fam  MDL-01	1.75	1 1/2 Stories	4	Cape Cod	3933	3	Gas	4	Forced Air-Duc
Holden	1010	Single Fam  MDL-01	1.75	1 1/2 Stories	6	Conventional	1531	2	Oil	5	Hot Water
