053-047                       	247	"IND ZONES-PULASKI,SPOT IND              "	58	PULASKI ST                             	          	MILLS58 LLC                             	                                        	85 FARM ST                                                                                                                            	WAKEFIELD                               	MA	01880     	Manufacturing Warehouse Facilities      	37231/469        	20-Dec-18	LAND + BLDG                             	1	1326000	7756200	9082200	     	2.3	64440	MFG/MILL                                	                                        	64440	2	2	04                                      	                                        	          	          	          	          	UNIT HEAT                               	                                        	                                        	          	1912	                                        	          	                                        	IL      	 	01                                      	0	                                        	   	   	YES	   	   	   	   	   	YES	   	   	   	   
053-062                       	248	FRINGE-CBD                              	65	NO CENTRAL ST                          	          	PULASKI ACQUISITION LLC                 	                                        	9 BROADWAY ST                                                                                                                         	WAKEFIELD                               	MA	01880     	Automobile Repair                       	40662/406        	18-Jan-22	LAND + BLDG                             	550000	318800	107600	426400	     	0.2974	1320	AUTO SERVICE GARAGE                     	                                        	1320	1	1	01                                      	                                        	          	          	          	          	UNIT HEAT                               	                                        	                                        	          	1930	                                        	          	                                        	R1A     	 	03                                      	0	                                        	   	   	   	   	   	   	   	   	   	   	YES	   	   
053-080                       	249	"IND ZONES-PULASKI,SPOT IND              "	37	OLD COUNTY RD                          	          	MSCISZ CHESTER & CAROL M TRS            	75 R NO CENTRAL ST RLTY TRUST           	BOX 402                                                                                                                               	TOPSFIELD                               	MA	01983     	Manufacturing Facilities                	                 	           	                                        	          	487500	43000	530500	     	1	8816	PREFAB WAREHOUSE                        	                                        	8816	1	1	01                                      	                                        	          	          	          	          	UNIT HEAT                               	                                        	                                        	          	1964	                                        	          	                                        	IL      	 	07                                      	0	                                        	   	   	   	   	   	   	   	   	   	   	   	   	   
053-082                       	250	"IND ZONES-PULASKI,SPOT IND              "	23	OLD COUNTY RD                          	          	PULASKI ACQUISITION LLC                 	                                        	9 BROADWAY                                                                                                                            	WAKEFIELD                               	MA	01880     	Manufacturing Warehouse Facilities      	35840/305        	3-May-17	LAND + BLDG                             	6600000	3473600	8761900	12235500	     	6.43	172048	MFG/PROCESSING                          	                                        	172048	1	1	02                                      	                                        	          	          	          	          	HOT AIR                                 	                                        	                                        	12960	1972	                                        	          	                                        	IL      	 	01                                      	1	                                        	   	   	YES	   	   	   	   	   	   	   	YES	   	   
053-083                       	251	"IND ZONES-PULASKI,SPOT IND              "	58	PULASKI ST                             	          	MURRAY WILLARD H TRUSTEE                	BMC REALTY TRUST                        	48 PITMAN RD                                                                                                                          	MARBLEHEAD                              	MA	01945     	Manufacturing Facilities                	15420/192        	22-Jan-99	LAND + BLDG                             	525000	1076400	776500	1852900	     	1.82	32591	MFG/PROCESSING                          	                                        	32591	1	1	02                                      	                                        	          	          	          	          	UNIT HEAT                               	                                        	                                        	2530	1930	                                        	          	                                        	IL      	 	07                                      	0	                                        	   	   	   	   	   	   	   	   	   	   	YES	   	   
053-084                       	253	"IND ZONES-PULASKI,SPOT IND              "	58	PULASKI ST (R)                         	          	SWIFT NINA & C DANIEL TRUSTEES          	THE 58R PULASKI STREET REALTY TR        	P.O. BOX 3007                                                                                                                         	PEABODY                                 	MA	01961-3007	Manufacturing Facilities                	37252/348        	31-Dec-18	LAND + BLDG                             	100	1066000	468600	1534600	     	1.8	26500	MFG/PROCESSING                          	                                        	26500	1	1	01                                      	                                        	          	          	          	          	HOT AIR                                 	                                        	                                        	          	1935	                                        	          	                                        	IL      	 	03                                      	0	                                        	   	   	   	   	   	   	   	   	YES	   	   	   	   
053-084A                      	254	"IND ZONES-PULASKI,SPOT IND              "	0	PULASKI ST (R)                         	          	BRYN MAWR TRUST COMPANY TR              	C/O HAJOCA CORP                         	2001 JOSHUA RD                                                                                                                        	LAFAYETTE HILL                          	PA	19444	Manufacturing Warehouse Facilities      	32696/166        	29-Jul-13	LAND + BLDG                             	1050000	674600	823500	1498100	     	1.0475	19008	OFFICE/WAREHOUSE                        	                                        	19008	1	1	01                                      	                                        	          	          	          	          	UNIT HEAT                               	                                        	                                        	          	1965	                                        	          	                                        	IL      	 	03                                      	1	                                        	   	   	   	   	   	   	   	   	   	   	YES	   	   
053-087                       	256	"IND ZONES-PULASKI,SPOT IND              "	58	PULASKI ST                             	          	MILLS58 II LLC                          	                                        	85 FARM ST                                                                                                                            	WAKEFIELD                               	MA	01880     	Manufacturing Facilities                	39209/189        	20-Nov-20	LAND + BLDG                             	1050000	1502000	446600	1948600	     	5.08	94440	MFG/MILL                                	                                        	94440	1	1	01                                      	                                        	          	          	          	          	UNIT HEAT                               	                                        	                                        	          	1917	                                        	          	                                        	IL      	 	01                                      	0	                                        	   	   	   	   	   	   	   	   	YES	   	YES	   	   
053-088                       	257	"IND ZONES-PULASKI,SPOT IND              "	58	PULASKI ST (R)                         	          	DELANDE ARTHUR W & DAVID A TRS          	SHEFFIELD RLTY TRUST OF SALEM           	P O BOX 707                                                                                                                           	PEABODY                                 	MA	01960     	Manufacturing Warehouse Facilities      	                 	           	                                        	          	1783600	960300	2743900	     	3.78	27000	MFG/PROCESSING                          	                                        	27000	1	1	02                                      	                                        	          	          	          	          	UNIT HEAT                               	                                        	                                        	          	1984	                                        	          	                                        	IL      	 	08                                      	0	                                        	   	   	   	   	   	   	   	   	   	   	YES	   	   
053-500                       	259	"IND ZONES-PULASKI,SPOT IND              "	56	PULASKI ST                             	A         	CMA PROPERTIES LLC                      	                                        	56 PULASKI ST - UNIT 1                                                                                                                	PEABODY                                 	MA	01960     	Commercial Condominium                  	31223/507        	2-Apr-12	LAND + BLDG                             	555000	0	876000	876000	     	          	7208	OFFICE/WAREHOUSE                        	                                        	7208	1	1	01                                      	                                        	          	          	          	          	HEAT PUMP                               	                                        	                                        	1200	1986	                                        	          	                                        	IL      	 	01                                      	0	                                        	   	   	   	   	   	   	   	   	   	   	   	   	   
053-501                       	260	"IND ZONES-PULASKI,SPOT IND              "	56	PULASKI ST                             	B         	GRAY REALTY CORPORATION                 	WATERS WAY INDUSTRIAL PARK              	P O BOX 3001                                                                                                                          	PEABODY                                 	MA	01961-3001	Commercial Condominium                  	                 	1-Jan-88	BLDG ONLY                               	420000	0	876400	876400	     	          	7108	OFFICE/WAREHOUSE                        	                                        	7108	1	1	01                                      	                                        	          	          	          	          	UNIT HEAT                               	                                        	                                        	1100	1986	                                        	1	                                        	IL      	 	01                                      	0	                                        	   	   	   	   	   	   	   	   	   	   	   	   	   
053-502                       	261	"IND ZONES-PULASKI,SPOT IND              "	56	PULASKI ST                             	C         	AJAY REALTY HOLDINGS LLC                	                                        	56 PULASKI ST                                                                                                                         	PEABODY                                 	MA	01960     	Commercial Condominium                  	34739/521        	26-Feb-16	BLDG ONLY                               	355000	0	435100	435100	     	          	3558	OFFICE/WAREHOUSE                        	                                        	3558	1	1	01                                      	                                        	          	          	          	          	UNIT HEAT                               	                                        	                                        	550	1986	                                        	          	                                        	IL      	 	01                                      	0	                                        	   	   	   	   	   	   	   	   	   	   	   	   	   
053-503                       	262	"IND ZONES-PULASKI,SPOT IND              "	56	PULASKI ST                             	D         	LUEBBERMAN THOMAS M TRUSTEE             	THE LUEBBERMAN REVOCABLE TR OF 2016     	46 PICARD RD                                                                                                                          	PETERBOROUGH                            	NH	03458-1157	Commercial Condominium                  	35235/292        	6-Sep-16	LAND + BLDG                             	1	0	438200	438200	     	          	3008	OFFICE/WAREHOUSE                        	                                        	3008	1	1	01                                      	                                        	          	          	          	          	UNIT HEAT                               	                                        	                                        	          	1986	                                        	          	                                        	IL      	 	01                                      	0	                                        	   	   	   	   	   	   	   	   	   	   	   	   	   
053-504                       	263	"IND ZONES-PULASKI,SPOT IND              "	56	PULASKI ST                             	E         	RHUBARB REALTY LLC                      	C/O PINPOINT LASER SYSTEMS INC          	56 PULASKI ST - UNIT E                                                                                                                	PEABODY                                 	MA	01960     	Commercial Condominium                  	27276/146        	25-Oct-07	BLDG ONLY                               	660000	0	872900	872900	     	          	7008	OFFICE/WAREHOUSE                        	                                        	7008	1	1	01                                      	                                        	          	          	          	          	NONE                                    	                                        	                                        	1000	1986	                                        	1	                                        	IL      	 	01                                      	0	                                        	   	   	   	   	   	   	   	   	   	   	   	   	   
053-505                       	264	"IND ZONES-PULASKI,SPOT IND              "	56	PULASKI ST                             	F&G       	RHUBARB REALTY LLC                      	                                        	56 PULASKI ST - UNIT E                                                                                                                	PEABODY                                 	MA	01960     	Commercial Condominium                  	39353/460        	29-Dec-20	LAND + BLDG                             	1450000	0	1199300	1199300	     	          	8918	OFFICE/WAREHOUSE                        	                                        	8918	1	1	01                                      	                                        	          	          	          	          	HOT AIR                                 	                                        	                                        	          	1986	                                        	          	                                        	IL      	 	01                                      	1	                                        	   	   	   	   	   	   	   	   	   	   	   	   	   
053-506                       	265	"IND ZONES-PULASKI,SPOT IND              "	56	PULASKI ST                             	H         	CASTNER PETER J TRUSTEE                 	CASTNER REALTY TRUST                    	56 PULASKI ST  UNIT 12                                                                                                                	PEABODY                                 	MA	01960     	Commercial Condominium                  	                 	1-Oct-95	BLDG ONLY                               	400000	0	438200	438200	     	          	3008	OFFICE/WAREHOUSE                        	                                        	3008	1	1	01                                      	                                        	          	          	          	          	UNIT HEAT                               	                                        	                                        	          	1986	                                        	          	                                        	IL      	 	01                                      	0	                                        	   	   	   	   	   	   	   	   	   	   	   	   	   
053-507                       	266	"IND ZONES-PULASKI,SPOT IND              "	56	PULASKI ST                             	I         	CASTNER PETER J TRUSTEE                 	CASTNER REALTY TRUST                    	56 PULASKI ST  UNIT 13                                                                                                                	PEABODY                                 	MA	01960     	Commercial Condominium                  	                 	1-Oct-95	BLDG ONLY                               	400000	0	435100	435100	     	          	3008	OFFICE/WAREHOUSE                        	                                        	3008	1	1	01                                      	                                        	          	          	          	          	UNIT HEAT                               	                                        	                                        	          	1986	                                        	          	                                        	IL      	 	01                                      	0	                                        	   	   	   	   	   	   	   	   	   	   	   	   	   
053-508                       	267	"IND ZONES-PULASKI,SPOT IND              "	56	PULASKI ST                             	J         	CASTNER PETER J TRUSTEE                 	CASTNER REALTY TRUST                    	56 PULASKI ST  UNIT J                                                                                                                 	PEABODY                                 	MA	01960     	Industrial Condo                        	                 	1-Aug-87	BLDG ONLY                               	632805	0	1205500	1205500	     	          	9016	OFFICE/WAREHOUSE                        	                                        	9016	1	1	01                                      	                                        	          	          	          	          	UNIT HEAT                               	                                        	                                        	          	1986	                                        	1	                                        	IL      	 	01                                      	0	                                        	   	   	   	   	   	   	   	   	   	   	   	   	   
053-600                       	16529	"IND ZONES-PULASKI,SPOT IND              "	1	WILLARD ST                             	1	BURKE JOSEPH &                          	BURKE JAMES S & VIRGINIA TRS            	202 FOREST AVE                                                                                                                        	SWAMPSCOTT                              	MA	01907     	Commercial Condominium                  	42061/250        	10-Apr-24	LAND + BLDG                             	100	0	457900	457900	     	          	2343	OFFICE/WAREHOUSE                        	                                        	2343	1	1	01                                      	                                        	          	          	          	          	HOT AIR                                 	                                        	                                        	          	2006	                                        	          	                                        	IL      	 	08                                      	0	                                        	   	   	   	   	   	   	   	   	   	   	   	   	   
053-601                       	16530	"IND ZONES-PULASKI,SPOT IND              "	1	WILLARD ST                             	2	BERGERON MATTHEW D TRUSTEE              	T&T REALTY TRUST                        	9 FOREST LN                                                                                                                           	MANCHESTER                              	MA	01944-1275	Commercial Condominium                  	38984/453        	28-Sep-20	LAND + BLDG                             	165000	0	189200	189200	     	          	880	OFFICE/WAREHOUSE                        	                                        	880	1	1	01                                      	                                        	          	          	          	          	HOT AIR                                 	                                        	                                        	          	2006	                                        	          	                                        	IL      	 	08                                      	0	                                        	   	   	   	   	   	   	   	   	   	   	   	   	   
053-602                       	16531	"IND ZONES-PULASKI,SPOT IND              "	1	WILLARD ST                             	3	WAJDA HENRY P                           	                                        	1 WILLARD ST - UNIT 3                                                                                                                 	PEABODY                                 	MA	01960     	Commercial Condominium                  	42529/177        	13-Jan-25	BLDG ONLY                               	10	0	189200	189200	     	          	880	OFFICE/WAREHOUSE                        	                                        	880	1	1	01                                      	                                        	          	          	          	          	HOT AIR                                 	                                        	                                        	          	2006	                                        	          	                                        	IL      	 	08                                      	0	                                        	   	   	   	   	   	   	   	   	   	   	   	   	   
053-603                       	16532	"IND ZONES-PULASKI,SPOT IND              "	1	WILLARD ST                             	4	BERTELSEN ERIC                          	                                        	66 ORNE ST                                                                                                                            	SALEM                                   	MA	01970     	Commercial Condominium                  	38769/501        	30-Jul-20	LAND + BLDG                             	170000	0	189200	189200	     	          	880	OFFICE/WAREHOUSE                        	                                        	880	1	1	01                                      	                                        	          	          	          	          	HOT AIR                                 	                                        	                                        	          	2006	                                        	          	                                        	IL      	 	08                                      	0	                                        	   	   	   	   	   	   	   	   	   	   	   	   	   
053-604                       	16533	"IND ZONES-PULASKI,SPOT IND              "	1	WILLARD ST                             	5	BMC DEVELOPMENT LLC                     	"C/O DICICCO,GULMAN & COMPANY LLP        "	48 PITMAN RD                                                                                                                          	MARBLEHEAD                              	MA	01945     	Commercial Condominium                  	                 	           	                                        	          	0	189200	189200	     	          	880	OFFICE/WAREHOUSE                        	                                        	880	1	1	01                                      	                                        	          	          	          	          	HOT AIR                                 	                                        	                                        	          	2006	                                        	          	                                        	IL      	 	08                                      	0	                                        	   	   	   	   	   	   	   	   	   	   	   	   	   
053-605                       	16534	"IND ZONES-PULASKI,SPOT IND              "	1	WILLARD ST                             	6	CARROCA MIGUEL                          	                                        	3 NANCY AVE                                                                                                                           	PEABODY                                 	MA	01960     	Commercial Condominium                  	37254/217        	2-Jan-19	LAND + BLDG                             	155000	0	189200	189200	     	          	880	OFFICE/WAREHOUSE                        	                                        	880	1	1	01                                      	                                        	          	          	          	          	HOT AIR                                 	                                        	                                        	          	2006	                                        	          	                                        	IL      	 	08                                      	0	                                        	   	   	   	   	   	   	   	   	   	   	   	   	   
053-606                       	16535	"IND ZONES-PULASKI,SPOT IND              "	1	WILLARD ST                             	7	CARROCA MIGUEL                          	                                        	3 NANCY AVE                                                                                                                           	PEABODY                                 	MA	01960     	Commercial Condominium                  	36359/164        	27-Nov-17	LAND + BLDG                             	155000	0	189200	189200	     	          	880	OFFICE/WAREHOUSE                        	                                        	880	1	1	01                                      	                                        	          	          	          	          	HOT AIR                                 	                                        	                                        	          	2006	                                        	          	                                        	IL      	 	08                                      	0	                                        	   	   	   	   	   	   	   	   	   	   	   	   	   
053-607                       	16536	"IND ZONES-PULASKI,SPOT IND              "	1	WILLARD ST                             	8	BMC DEVELOPMENT LLC                     	"C/O DICICCO, GULMAN & COMPANY LLP       "	48 PITMAN RD                                                                                                                          	MARBLEHEAD                              	MA	01945     	Commercial Condominium                  	                 	           	                                        	          	0	189200	189200	     	          	880	OFFICE/WAREHOUSE                        	                                        	880	1	1	01                                      	                                        	          	          	          	          	HOT AIR                                 	                                        	                                        	          	2006	                                        	          	                                        	IL      	 	08                                      	0	                                        	   	   	   	   	   	   	   	   	   	   	   	   	   
053-608                       	16537	"IND ZONES-PULASKI,SPOT IND              "	1	WILLARD ST                             	9	BMC DEVELOPMENT LLC                     	"C/O DICICCIO, GULMAN & COMPANY LLP      "	48 PITMAN RD                                                                                                                          	MARBLEHEAD                              	MA	01945     	Commercial Condominium                  	                 	           	                                        	          	0	189200	189200	     	          	880	OFFICE/WAREHOUSE                        	                                        	880	1	1	01                                      	                                        	          	          	          	          	HOT AIR                                 	                                        	                                        	          	2006	                                        	          	                                        	IL      	 	08                                      	0	                                        	   	   	   	   	   	   	   	   	   	   	   	   	   
053-609                       	16538	"IND ZONES-PULASKI,SPOT IND              "	1	WILLARD ST                             	10	SURETTE WILLIAM JEAN & SANDRA JEAN      	                                        	60 DUDLEY ST                                                                                                                          	SAUGUS                                  	MA	01906     	Commercial Condominium                  	29264/134        	5-Feb-10	BLDG ONLY                               	115000	0	189200	189200	     	          	880	OFFICE/WAREHOUSE                        	                                        	880	1	1	01                                      	                                        	          	          	          	          	HOT AIR                                 	                                        	                                        	          	2006	                                        	          	                                        	IL      	 	08                                      	0	                                        	   	   	   	   	   	   	   	   	   	   	   	   	   
053-610                       	16539	"IND ZONES-PULASKI,SPOT IND              "	1	WILLARD ST                             	11	MANDOULIDIS PROPERTIES LLC              	                                        	12 BEEMAN RD                                                                                                                          	PEABODY                                 	MA	01960     	Commercial Condominium                  	31716/31         	13-Sep-12	BLDG ONLY                               	120000	0	189200	189200	     	          	880	OFFICE/WAREHOUSE                        	                                        	880	1	1	01                                      	                                        	          	          	          	          	HOT AIR                                 	                                        	                                        	          	2006	                                        	          	                                        	IL      	 	08                                      	0	                                        	   	   	   	   	   	   	   	   	   	   	   	   	   
053-611                       	16540	"IND ZONES-PULASKI,SPOT IND              "	1	WILLARD ST                             	12	MANDOULIDIS PROPERTIES LLC              	                                        	12 BEEMAN RD                                                                                                                          	PEABODY                                 	MA	01960     	Commercial Condominium                  	31716/29         	13-Sep-12	BLDG ONLY                               	120000	0	189200	189200	     	          	880	OFFICE/WAREHOUSE                        	                                        	880	1	1	01                                      	                                        	          	          	          	          	HOT AIR                                 	                                        	                                        	          	2006	                                        	          	                                        	IL      	 	08                                      	0	                                        	   	   	   	   	   	   	   	   	   	   	   	   	   
053-612                       	16541	"IND ZONES-PULASKI,SPOT IND              "	1	WILLARD ST                             	13	BMC DEVELOPMENT LLC                     	"C/O DICICCO, GULMAN & COMPANY LLP       "	48 PITMAN RD                                                                                                                          	MARBLEHEAD                              	MA	01945     	Commercial Condominium                  	                 	           	                                        	          	0	189200	189200	     	          	880	OFFICE/WAREHOUSE                        	                                        	880	1	1	01                                      	                                        	          	          	          	          	HOT AIR                                 	                                        	                                        	          	2006	                                        	          	                                        	IL      	 	08                                      	0	                                        	   	   	   	   	   	   	   	   	   	   	   	   	   
053-613                       	16542	"IND ZONES-PULASKI,SPOT IND              "	1	WILLARD ST                             	14	MMDHARMA LLC                            	                                        	6 TAKOMA CIR                                                                                                                          	NORTH READING                           	MA	01864     	Commercial Condominium                  	26905/541        	6-Jun-07	BLDG ONLY                               	340000	0	217100	217100	     	          	1010	OFFICE/WAREHOUSE                        	                                        	1010	1	1	01                                      	                                        	          	          	          	          	HOT AIR                                 	                                        	                                        	          	2006	                                        	          	                                        	IL      	 	08                                      	1	                                        	   	   	   	   	   	   	   	   	   	   	   	   	   
053-614                       	16543	"IND ZONES-PULASKI,SPOT IND              "	1	WILLARD ST                             	15	MMDHARMA LLC                            	                                        	6 TAKOMA CIR                                                                                                                          	NORTH READING                           	MA	01864     	Commercial Condominium                  	26905/541        	6-Jun-07	BLDG ONLY                               	340000	0	217100	217100	     	          	1010	OFFICE/WAREHOUSE                        	                                        	1010	1	1	01                                      	                                        	          	          	          	          	HOT AIR                                 	                                        	                                        	          	2006	                                        	          	                                        	IL      	 	08                                      	1	                                        	   	   	   	   	   	   	   	   	   	   	   	   	   
053-615                       	16544	"IND ZONES-PULASKI,SPOT IND              "	1	WILLARD ST                             	16	BMC DEVELOPMENT LLC                     	"C/O DICICCO, GULMAN & COMPANY LLP       "	48 PITMAN RD                                                                                                                          	MARBLEHEAD                              	MA	01945     	Commercial Condominium                  	                 	           	                                        	          	0	189200	189200	     	          	880	OFFICE/WAREHOUSE                        	                                        	880	1	1	01                                      	                                        	          	          	          	          	HOT AIR                                 	                                        	                                        	          	2006	                                        	          	                                        	IL      	 	08                                      	0	                                        	   	   	   	   	   	   	   	   	   	   	   	   	   
053-616                       	16545	"IND ZONES-PULASKI,SPOT IND              "	1	WILLARD ST                             	17	BMC DEVELOPMENT LLC                     	"C/O DICICCO, GULMAN & COMPANY LLP       "	48 PTIMAN RD                                                                                                                          	MARBLEHEAD                              	MA	01945     	Commercial Condominium                  	                 	           	                                        	          	0	189200	189200	     	          	880	OFFICE/WAREHOUSE                        	                                        	880	1	1	01                                      	                                        	          	          	          	          	HOT AIR                                 	                                        	                                        	          	2006	                                        	          	                                        	IL      	 	08                                      	0	                                        	   	   	   	   	   	   	   	   	   	   	   	   	   
053-617                       	16546	"IND ZONES-PULASKI,SPOT IND              "	1	WILLARD ST                             	18	58 PULASKI ST LLC                       	                                        	3 BURNHAM LN                                                                                                                          	DANVERS                                 	MA	01923     	Commercial Condominium                  	42318/262        	10-Sep-24	BLDG ONLY                               	180000	0	189200	189200	     	          	880	OFFICE/WAREHOUSE                        	                                        	880	1	1	01                                      	                                        	          	          	          	          	HOT AIR                                 	                                        	                                        	          	2006	                                        	          	                                        	IL      	 	08                                      	0	                                        	   	   	   	   	   	   	   	   	   	   	   	   	   
053-618                       	16547	"IND ZONES-PULASKI,SPOT IND              "	1	WILLARD ST                             	19	BMC DEVELOPMENT LLC                     	"C/O DICICCO, GULMAN & COMPANY LLP       "	48 PITMAN RD                                                                                                                          	MARBLEHEAD                              	MA	01945     	Commercial Condominium                  	                 	           	                                        	          	0	189200	189200	     	          	880	OFFICE/WAREHOUSE                        	                                        	880	1	1	01                                      	                                        	          	          	          	          	HOT AIR                                 	                                        	                                        	          	2006	                                        	          	                                        	IL      	 	08                                      	0	                                        	   	   	   	   	   	   	   	   	   	   	   	   	   
053-619                       	16548	"IND ZONES-PULASKI,SPOT IND              "	1	WILLARD ST                             	20	BMC DEVELOPMENT LLC                     	"C/O DICICCO, GULMAN & COMPAMY LLP       "	48 PITMAN RD                                                                                                                          	MARBLEHEAD                              	MA	01945     	Commercial Condominium                  	                 	           	                                        	          	0	189200	189200	     	          	880	OFFICE/WAREHOUSE                        	                                        	880	1	1	01                                      	                                        	          	          	          	          	HOT AIR                                 	                                        	                                        	          	2006	                                        	          	                                        	IL      	 	08                                      	0	                                        	   	   	   	   	   	   	   	   	   	   	   	   	   
053-620                       	16549	"IND ZONES-PULASKI,SPOT IND              "	1	WILLARD ST                             	21	HARRISON EDWARD P TRUSTEE               	ELMTREE REALTY TRUST                    	61 ELM ST                                                                                                                             	DANVERS                                 	MA	01923     	Commercial Condominium                  	27980/586        	14-Aug-08	BLDG ONLY                               	170000	0	189200	189200	     	          	880	OFFICE/WAREHOUSE                        	                                        	880	1	1	01                                      	                                        	          	          	          	          	HOT AIR                                 	                                        	                                        	          	2006	                                        	          	                                        	IL      	 	08                                      	0	                                        	   	   	   	   	   	   	   	   	   	   	   	   	   
053-621                       	16550	"IND ZONES-PULASKI,SPOT IND              "	1	WILLARD ST                             	22	CARDELLO III EUGENE & WENDY L TRS       	WILLARD TRUST                           	7 NANCY AVE                                                                                                                           	PEABODY                                 	MA	01960     	Commercial Condominium                  	38323/563        	10-Mar-20	LAND + BLDG                             	1	0	189200	189200	     	          	880	OFFICE/WAREHOUSE                        	                                        	880	1	1	01                                      	                                        	          	          	          	          	HOT AIR                                 	                                        	                                        	          	2006	                                        	          	                                        	IL      	 	08                                      	0	                                        	   	   	   	   	   	   	   	   	   	   	   	   	   
