USECODE,STORYHEIGHT,FUELTYPE,AREASQ
109,2H,OIL,5940.1
101,1T,GAS,3391
101,2,OIL,1928
101,2,OIL,3072
101,2,OIL,2227.5
101,1T,OIL,1292
101,2,OIL,2873
101,1H,OIL,1260
101,1T,GAS,2199.6
101,1,OIL,1188.2
101,2,GAS,2097.6
101,1H,GAS,1605
101,1T,OIL,1632
101,1T,GAS,1520
101,1T,OIL,1681
101,1T,OIL,1690.2
101,2,GAS,1835
104,2A,GAS,2267
111,2H,GAS,3135
101,1T,OIL,2362.5
101,1H,OIL,1175
104,2,GAS,1814.75
104,2,GAS,3152
101,2,OIL,1332
101,2,OIL,2360.7
102,2,GAS,1316
102,2,GAS,1316
102,2,GAS,1316
102,2,GAS,1316
300,3A,GAS,54082
322,1,GAS,101823
323,1,GAS,137316
323,1,GAS,408207
323,1,GAS,40230
323,2,GAS,35478
392,,,0
322,1,GAS,45160
327,1,GAS,103646
327,1,GAS,100434
49,1,GAS,54260
400,1,GAS,46518
101,1,ELECTRIC,672
101,1T,OIL,1658
930,,,0
956,3,OIL,10550
931,2,OIL,6669
930,,,0
101,2,OIL,1488
101,2,OIL,2348
930,,,0
101,1T,OIL,1422
101,2T,OIL,4427
101,2,OIL,2767
101,1T,OIL,3367.25
101,2A,OIL,3367.8
101,2,OIL,2046
101,2,OIL,2260.8
101,2,OIL,2193.24
101,2,OIL,2008
101,2,ELECTRIC,3193.04
101,2,OIL,3918
101,2,GAS,1846
101,1,OIL,2819.6
101,2A,OIL,2836
101,2,OIL,2350
101,2,OIL,2464
101,2,OIL,2080
101,1,OIL,3523.2
101,2,OIL,3376
101,2,OIL,4716.35
101,2,OIL,2898
101,2,OIL,4345
101,2,OIL,3784.9
101,2,OIL,3334
101,2A,OIL,2476
101,1,GAS,1632
101,1,GAS,1632
101,2,GAS,2476
101,2,OIL,2938
101,1,GAS,1512
101,1,GAS,1463
101,1,GAS,1996
101,1,GAS,1980
101,1,GAS,1496
101,1,GAS,1632
101,1,GAS,1374
101,1H,GAS,1747
101,1T,OIL,1683.2
101,2,OIL,1662
101,1H,OIL,1568
101,1T,OIL,1455
101,1T,OIL,1892
101,1T,OIL,1764
101,1T,OIL,1282.5
423,,,0
101,2,OIL,1999.2
101,2,OIL,1999.2
101,2,GAS,1999.2
101,2,OIL,2536
101,2,OIL,2089.8
101,2,OIL,2119.2
101,2,OIL,2167.2
101,2,OIL,2752.5
101,2,OIL,2847.3
101,1T,GAS,2175.44
104,2,OIL,2966.8
101,1T,OIL,1564.62
101,2,OIL,2525.2
101,2,OIL,2579.6
101,1,GAS,3467
101,1,OIL,3313.6
101,1T,GAS,3226.75
101,1,OIL,2269
101,2A,OIL,2416.97
101,2,OIL,3639.5
101,2,OIL,2574
101,2,ELECTRIC,2578.1
101,2,ELECTRIC,2496
101,2,ELECTRIC,2581.2
930,,,0
101,1T,OIL,2257
101,1,OIL,2140
132,,,0
132,,,0
101,1H,OIL,1092
101,1T,OIL,1365
101,1,OIL,928
132,,,0
101,1T,ELECTRIC,2639.5
101,2,OIL,2200
930,,,0
101,1,GAS,960
101,1T,GAS,1742.75
101,1,GAS,858
930,,,0
101,1H,OIL,1680
101,2A,OIL,2797.8
101,1,OIL,1862.4
101,2,OIL,2600
101,2,OIL,2970.8
101,1,OIL,2250.6
101,2,OIL,2770
101,1,ELECTRIC,2112
101,2,ELECTRIC,2930
101,1,GAS,2970
101,2,GAS,2794
101,2,GAS,7818
101,1,GAS,2761.35
101,2A,GAS,4012.7
101,1,OIL,2427
101,1A,GAS,1852.5
101,1,OIL,3332
101,1,ELECTRIC,1736
101,2,GAS,3146.4
101,2,GAS,2913.2
104,1,ELECTRIC,2766.4
101,1,OIL,1968
101,1,OIL,1470
101,1,OIL,1440
101,2,OIL,2853.5
101,2A,OIL,1908
101,1,GAS,2200.8
101,1T,OIL,1547
101,1,OIL,2107.5
101,1T,OIL,2070
101,1,OIL,3178.31
101,2,OIL,1330
101,2,OIL,2584
101,1T,OIL,1658
101,1,OIL,1200
101,1,OIL,1661.6
101,1,OIL,1697.8
101,2,OIL,2139.2
101,1,OIL,1849.6
101,1,OIL,1040
101,1,OIL,1890
101,1,OIL,1614.6
101,2,OIL,2392
101,1,OIL,2211
101,1,OIL,2093
101,1,OIL,2029.5
101,1,OIL,2135
101,2,OIL,2074
304,1,GAS,69880.9
928,,,2512
112,4,GAS,532850
930,,,0
102,3,GAS,2555
102,3,GAS,2351
102,3,GAS,2350
102,3,GAS,1893
102,3,GAS,2256
102,3,GAS,3093.5
102,2,GAS,1893
102,2,GAS,1723.93
102,2,GAS,1893
102,2,GAS,1893
102,2,GAS,1893
102,2,GAS,1893
102,2,GAS,1393
102,2,GAS,1768
102,2,GAS,1793.4
102,2,GAS,1816.78
102,2,GAS,1500
102,2,GAS,1768
102,2,GAS,1692
102,2,GAS,1690
102,2,GAS,1500
102,2,GAS,1768
102,2,GAS,2261
102,2,GAS,2261
102,2,GAS,1500
102,2,GAS,1768
102,2,GAS,2045
102,2,GAS,2045
102,2,GAS,1500
102,2,GAS,1768
102,2,GAS,2144.1
102,2,GAS,1816.78
102,2,GAS,1491
102,2,GAS,1768
102,2,GAS,1093
102,2,GAS,1093
102,3,GAS,1992
102,3,GAS,1978
102,3,GAS,2260
102,3,GAS,1972
102,3,GAS,1312
102,3,GAS,1303
102,2,GAS,1504
102,2,GAS,1778
102,2,GAS,1816.78
102,2,GAS,2262
102,2,GAS,1500
102,2,GAS,1768
102,2,GAS,1568
102,2,GAS,1568
102,3,GAS,2299
102,3,GAS,2241
102,3,GAS,2228
102,3,GAS,2269
102,3,GAS,1412
102,3,GAS,1394
102,3,GAS,2780.2
102,3,GAS,2012
102,3,GAS,2015
102,3,GAS,2783.4
102,3,GAS,2749.4
102,3,GAS,2414
102,3,GAS,2234
102,3,GAS,2916.18
102,3,GAS,1963.47
102,3,GAS,3225.2
102,3,GAS,2196
102,3,GAS,1906.75
102,3,GAS,2200
102,3,GAS,2272
102,3,GAS,2193
101,2,GAS,1596
101,1,GAS,1049
101,1T,OIL,1705.6
104,2A,OIL,2582.8
101,2,GAS,3212.6
101,1,OIL,1723.4
101,1T,OIL,2191
101,1,GAS,1880.32
101,1,OIL,1728
101,1T,OIL,1869
101,1,OIL,2016
102,2,ELECTRIC,1593
102,2,ELECTRIC,1455
102,2,ELECTRIC,960
102,2,ELECTRIC,960
102,2,OIL,2189
102,2,GAS,500
102,2,GAS,781
102,2,GAS,585
102,2,GAS,785
102,2,GAS,581
102,2,GAS,783
102,2,OIL,1475
102,2,GAS,507
102,2,GAS,575
102,2,GAS,583
102,2,GAS,576
102,2,GAS,580
102,2,GAS,579
102,2,GAS,575
102,2,GAS,897
102,2,GAS,575
102,2,GAS,578
102,2,OIL,580
102,2,GAS,781
102,2,GAS,492
102,2,GAS,781
102,2,GAS,578
102,2,GAS,780
102,2,GAS,586
101,2,OIL,3855.2
101,2,OIL,3243
101,2,OIL,3576
101,2,OIL,3739
101,2,OIL,3629.46
101,2,OIL,3791
101,2,OIL,4551.7
101,2,OIL,3386.4
101,2H,OIL,7046
101,1T,OIL,4768
101,1T,OIL,4548.75
101,2A,OIL,3542
101,2,OIL,4032.6
101,2,OIL,3139
101,2,OIL,3796.54
101,2,OIL,4561
101,2,OIL,4602
101,2A,OIL,4712.67
101,2A,OIL,3848.2
101,1T,OIL,4075.6
132,,,0
101,1T,OIL,5059.6
101,2,OIL,7116
101,1T,OIL,3827.5
101,2A,OIL,4001
101,2,OIL,3400
101,2,OIL,3900
101,2,OIL,3056.48
101,1T,OIL,3399.65
101,2A,GAS,1728
101,1A,GAS,1157
101,2,OIL,2674.8
101,2,OIL,2259
101,2,OIL,2242
101,1,OIL,2614
104,2A,OIL,2060
104,1T,GAS,1396.5
101,1T,OIL,1829.4
101,2A,GAS,1556
101,1,OIL,764
101,2,OIL,1589
101,2,GAS,1866.6
101,2,GAS,2023
101,1A,OIL,1857
101,1H,OIL,2000
101,2,GAS,1671
101,2A,OIL,3516.6
101,2A,OIL,2489.8
101,2,GAS,1598
101,2,GAS,1225.6
101,1T,ELECTRIC,1290
101,2,OIL,3135.25
101,2,OIL,2695
101,1,GAS,1341.6
109,2,GAS,3001.8
101,2,OIL,1700
101,1A,OIL,1246.88
101,1,GAS,876
101,1,OIL,891
101,1H,GAS,1080
101,1,GAS,848
101,2,GAS,2284.8
101,1H,OIL,1404
101,2,GAS,2005.4
101,2,OIL,1248
101,1,GAS,972
101,1,OIL,1555.2
101,1,OIL,1360.8
101,1,GAS,1215
101,1,GAS,1156.8
101,1,OIL,1240.8
101,1,OIL,1818
101,1,GAS,972
101,1,GAS,2016
101,1,OIL,2329.6
101,1,GAS,1652
101,1,GAS,1650
101,2,GAS,2508
101,1,OIL,1360.8
101,2A,GAS,1456.5
101,2,GAS,1100
104,2H,GAS,1715.5
101,1T,OIL,1485
101,2,OIL,1223
101,2A,OIL,1458.2
101,1T,OIL,1593
101,2A,OIL,1756.4
101,1T,GAS,2029.2
101,2,GAS,1376
104,1H,GAS,1574
104,2A,OIL,3126.5
101,1A,OIL,1003
101,1T,OIL,2138.4
101,2H,GAS,2008
104,2A,OIL,1814
101,1T,GAS,1728
101,1T,OIL,1592.5
101,1T,GAS,2030.5
101,1A,GAS,1141.61
101,1,OIL,948
101,2A,GAS,2963
930,,,0
101,2,OIL,1881
101,2,GAS,2006
101,1T,GAS,1589
101,2,GAS,1092
101,2,OIL,2212
101,1T,OIL,1158
325,1,GAS,840
101,2A,GAS,1563
101,2,GAS,2338.5
101,1H,GAS,1632
101,1,OIL,1550.1
101,2,OIL,1887.6
104,2,GAS,2420
104,2A,GAS,2332
104,2,GAS,1728
101,1T,GAS,1442
101,1T,GAS,1251
101,1T,OIL,1728
104,2A,OIL,2508
101,1T,GAS,1395.5
101,2,OIL,1832
101,2T,GAS,1802
104,2A,GAS,2746
104,2A,OIL,2573.4
111,3,OIL,4096
101,2A,OIL,1656
936,,,0
101,2A,GAS,1944
101,2,GAS,2432
101,2,GAS,2432
101,2A,OIL,3472
101,2,GAS,3620
101,2,OIL,2882
101,2,OIL,2856
101,2,GAS,3755
101,2A,GAS,2868
101,2A,OIL,3350
101,2,GAS,4448
101,1T,GAS,3579.61
101,2,OIL,4080
101,2,OIL,3144
101,2,OIL,3704
101,2,OIL,2538
101,2,OIL,3108
101,2,GAS,3271
102,2H,OIL,2190
102,2H,OIL,2594
101,2,OIL,2350
101,1,OIL,2984
101,2,OIL,3547.9
101,2,OIL,2227
101,2,OIL,2476.2
101,2,OIL,2256
101,2,OIL,2671
101,1,OIL,1621.25
101,2,OIL,2437
101,2,OIL,2116
101,2,OIL,2880
101,2,OIL,1666
101,1,OIL,2933
101,2,OIL,2602
101,2,OIL,2957.36
101,2,OIL,2144
101,2,OIL,2417.8
101,2,OIL,1840
101,2,OIL,1632
101,1T,OIL,1612
101,2,OIL,2869
101,2,OIL,2912
101,2,OIL,2248
101,2,OIL,2316
101,1,OIL,2410.8
101,2,OIL,2036.4
101,2,OIL,2112
101,2,OIL,1876
101,2,OIL,2556.6
101,1,OIL,2199.2
101,1,OIL,2217.25
101,1,OIL,2283.6
101,2,OIL,2301
101,2,OIL,2392
101,1,OIL,2919.5
101,2,OIL,2320
101,2,OIL,1824
101,2,OIL,1824
101,2,OIL,2495.2
101,1T,OIL,3617.05
101,2,OIL,3316
101,2,OIL,2928
101,2,OIL,2168.8
101,2,OIL,3148.32
101,2,OIL,1923
101,2,OIL,2857.6
101,2,OIL,2182.4
101,2,OIL,2384
101,1,OIL,2442
101,2,OIL,3230
101,1,ELECTRIC,2092.8
101,2,OIL,3631.5
101,2,OIL,2050
101,1,OIL,1844
101,1,OIL,1632
101,1,OIL,1758
101,2,OIL,3832
101,2,GAS,2184
101,1T,OIL,2407.85
101,1T,OIL,2385.5
101,2A,OIL,3715
101,2,OIL,2402
132,,,0
101,1,OIL,1781.6
101,2,GAS,2946.2
101,2A,GAS,1976
101,1H,GAS,979.2
101,1T,OIL,1750
101,1T,GAS,3637.5
101,1T,OIL,1495
101,2A,OIL,2210
101,1,OIL,1880
101,1,GAS,1456
101,1,GAS,664
101,1,GAS,2083.5
101,1T,GAS,1885
342,1,GAS,2169
342,2T,GAS,12428
304,2,ELECTRIC,55825
101,1H,GAS,1536
101,1T,OIL,1779
101,2,GAS,1499
104,2A,OIL,2275.5
957,1,GAS,31130
104,2A,ELECTRIC,1628
104,2A,OIL,1979.32
101,1T,GAS,1203
101,2,OIL,2013
101,1T,OIL,1328.25
104,2A,OIL,2100
101,2,OIL,1474
31,2,ELECTRIC,3096
384,1,GAS,3200
31,1T,GAS,2025
101,1,OIL,1136
101,1,GAS,1025
101,1H,GAS,1670
101,1T,GAS,1683
104,1T,OIL,1591.5
101,1T,GAS,1260
101,2,GAS,2043.25
101,1T,OIL,1428
101,1T,GAS,1754.75
101,2,GAS,2895
101,2A,OIL,2064.48
104,2A,GAS,2417
101,2A,OIL,2281
101,1T,OIL,1389
931,1,OIL,56236
131,,,0
101,1T,OIL,1687.5
340,2T,GAS,13288.3
400,2,GAS,15090
374,2,GAS,16700
930,,,0
104,2A,OIL,2608
105,2A,OIL,4317.6
930,,,0
337,,,0
102,2A,GAS,2335.5
102,2,GAS,1320
102,2,GAS,2087.06
102,1,GAS,1272
102,1T,GAS,1340
102,3,GAS,1342
102,3,GAS,1614
102,2A,GAS,1368.38
102,2,GAS,1769
102,1A,GAS,1457.5
102,2,GAS,2558.16
102,3,GAS,1622
102,2,GAS,1605
102,3,GAS,1633
102,2,GAS,1612
102,2,GAS,1769
102,3,GAS,1342
102,2,GAS,1428
101,2,GAS,1886
101,1,OIL,1060
132,,,0
132,,,0
132,,,0
132,,,0
131,,,0
306,3,GAS,115348
101,2,GAS,2380
955,3,ELECTRIC,43791.8
101,1T,OIL,2178
101,2A,GAS,3509
101,2,GAS,2268
101,2A,GAS,4050.8
101,2A,GAS,2873
101,2H,OIL,2457
101,3,GAS,2956
101,1,OIL,2761
101,2,OIL,2524
101,2,GAS,2960
101,1,GAS,1028
101,2,OIL,1848
101,2A,OIL,1781
104,3,OIL,3131.5
104,3,GAS,3433
101,1T,GAS,2047
111,2H,OIL,3626.5
101,1T,OIL,1592.5
101,2A,OIL,1775.4
101,1H,OIL,904
101,1H,GAS,1152
101,2,OIL,1232
101,1,OIL,2046.2
101,2A,GAS,1889
101,2,SOLAR,2960
343,1,GAS,1318
343,1,GAS,1400
343,1,GAS,707
343,1,GAS,983
343,1,GAS,814
343,1,GAS,968
343,1,GAS,1403
343,1,GAS,695
343,1,GAS,975
343,1,GAS,889
343,1,GAS,775
343,1,GAS,1758
102,1,OIL,541
102,1,OIL,588
102,1,OIL,677
102,1,OIL,456
102,1,OIL,595
102,1,OIL,692
102,1,OIL,418
102,1,OIL,604
104,1,OIL,2856
101,2,GAS,2320.8
101,1,OIL,1452
101,1,OIL,2979.3
101,1,OIL,2030
101,1,OIL,1495
104,1T,OIL,3297
101,1,OIL,1250
101,1,OIL,1660
101,1T,OIL,1764
105,1,GAS,1987.5
104,1,GAS,2189.6
101,2,GAS,2004
101,1H,OIL,2111
101,1T,OIL,2517.5
101,1,GAS,1260
101,2,OIL,3045.8
101,1,OIL,1831.2
932,,,0
934,2,GAS,83916
130,,,0
101,1,ELECTRIC,1954.5
101,2,OIL,2236.8
101,1,OIL,2390.5
101,2,OIL,1734
101,1,OIL,2069
101,1T,OIL,2119.75
101,1,OIL,2052
101,2,GAS,3372.64
101,1,GAS,2671.2
101,1,GAS,2532
101,1,OIL,1942
101,2,OIL,2374
101,1,OIL,2168
101,2,OIL,2424
101,1,OIL,4178.2
101,2,OIL,2657
101,2,OIL,3098
101,1,GAS,2267.2
101,1,OIL,2643.2
132,,,0
101,1,OIL,2499
101,2,PROPANE,4067.8
101,1,OIL,2176
101,1,OIL,2426
101,1,OIL,1840
101,1,OIL,2518
101,2,OIL,2903.6
101,1,OIL,1450
101,1,OIL,1971
916,,,0
916,,,0
101,1,OIL,1539
101,2,OIL,3080
101,2,GAS,2700
101,2,GAS,4035
109,2A,OIL,6280.28
101,1H,OIL,2450
101,1T,OIL,2322
101,2,OIL,2102.4
101,1T,OIL,3832
101,2,OIL,2810
101,2A,OIL,2794
101,2,OIL,2246
101,2A,OIL,2990
101,2A,OIL,1712
101,1H,OIL,1728
101,2,OIL,2729
101,2,OIL,1371
101,1T,OIL,2265.5
101,1T,OIL,1741
104,1,OIL,1672
101,1,OIL,1070
101,1T,GAS,976
960,1,ELECTRIC,7260
101,2,GAS,2484
930,,,0
101,1T,GAS,2248
101,1,OIL,2430.8
101,2,OIL,1824
101,1T,OIL,1980
962,,,0
132,,,0
101,1T,OIL,1260
101,1T,OIL,1860
104,2,OIL,3267
101,1,OIL,1948.8
101,1T,OIL,1275
101,1,OIL,1132
101,1H,OIL,1896
101,1T,PROPANE,3788.5
953,,,0
101,1,OIL,2390
101,1T,OIL,2117.5
101,1,OIL,1840.8
101,2,OIL,2548.85
101,1T,OIL,1793.75
101,2,GAS,2760
101,2A,OIL,2450
101,2,OIL,1966
101,1T,OIL,1288
101,1T,OIL,1176
101,1T,OIL,1432.25
101,1T,OIL,1409
101,1T,OIL,1456
101,1,OIL,1675.5
101,1T,OIL,2624
101,2,OIL,1700
101,2A,OIL,2640
101,1,OIL,1800
101,2A,OIL,3244
101,1H,GAS,2238
101,2A,OIL,3124.3
101,2,OIL,6418.75
101,2T,OIL,2075.5
101,1,OIL,1208
101,2A,OIL,3232
101,2A,OIL,4075
101,1,OIL,2906
934,1,OIL,1120
104,2A,OIL,3251.2
101,1T,OIL,2111
101,2A,OIL,3054
101,1T,OIL,2742.25
101,2,OIL,2795
104,2A,OIL,3812
101,2,OIL,1152
101,2,OIL,1834
101,1H,OIL,1527.5
101,2,OIL,2639.2
101,2,OIL,4270
101,2A,OIL,3766.3
932,,,0
101,1,ELECTRIC,2521.38
101,1T,OIL,1896
101,1H,OIL,1520
101,2A,OIL,4667
101,2,OIL,2243.85
101,2,OIL,1993
101,2A,GAS,3846.8
101,2A,OIL,3528
101,2,OIL,1855.5
101,2,OIL,3396.25
101,2A,OIL,5554.85
101,1T,OIL,1683
101,1,OIL,1934.2
101,1,GAS,1120
101,2,OIL,1368
104,2A,GAS,2954.8
101,1,GAS,3015
101,1T,GAS,4813.2
101,2,GAS,5152
101,2,OIL,1965
101,2A,OIL,4162
105,2A,GAS,5522.1
101,2A,GAS,3926
101,2H,OIL,4045
101,1T,OIL,1608
101,1,OIL,2392
101,1T,OIL,2481
101,1T,OIL,2526
101,2A,OIL,1530
101,2,GAS,1655
101,1T,OIL,1356.25
101,1T,OIL,1334
101,2T,GAS,2780
101,2,GAS,1681
101,2A,GAS,2026
101,2,OIL,2124
105,2H,OIL,5827
101,2A,OIL,3519.64
101,2,OIL,2080
104,2H,OIL,2041
101,2,OIL,2120
101,1T,GAS,1594.5
104,2,OIL,2504
101,1T,GAS,1432.75
101,2A,OIL,1730
101,2,OIL,1415
101,2,OIL,1312.8
101,2,OIL,1358.5
111,2A,OIL,3830
105,2A,GAS,2762.4
105,3,OIL,5836.8
101,1T,OIL,2021.25
104,2A,OIL,3586
304,2,GAS,44192.5
132,,,0
101,2A,OIL,2032
101,2A,OIL,1798
101,2A,GAS,1988
101,1T,OIL,2763.5
101,1T,GAS,1815
101,2,OIL,1248
101,2,OIL,1368
101,1H,OIL,1125
101,2,OIL,1572.5
101,2A,OIL,1612
101,2,OIL,1515
101,1,GAS,1708.62
109,2,ELECTRIC,3405
111,2A,GAS,2972
111,3,GAS,5387.65
104,3,OIL,3781.4
13,3,ELECTRIC,40755
101,1T,OIL,1098
31,2,OIL,3300
111,2A,GAS,3111
105,2A,OIL,3521.72
340,2A,OIL,5128.2
337,,,0
337,,,0
101,2,GAS,2710.4
130,,,0
932,,,0
101,2A,OIL,4983.9
132,,,0
932,,,0
132,,,0
132,,,0
712,,,0
101,2,GAS,3062
930,,,0
101,1,GAS,2941.5
101,2,GAS,2128
101,2,GAS,3650
101,2,GAS,3331
102,1,GAS,1419
102,1,OIL,2606
102,2T,GAS,1839
102,1,OIL,840
102,2T,OIL,1690.5
102,2A,GAS,2412
102,2A,GAS,1116
102,1,GAS,632
102,1,GAS,970
102,1H,GAS,1480.14
102,2,OIL,1414.58
102,1,OIL,600
102,2T,OIL,1351
102,2A,GAS,1350
102,2A,GAS,1543.5
102,1A,GAS,761.95
102,2,GAS,1368
102,2,ELECTRIC,1548
102,1,OIL,840
102,2T,GAS,1326
102,1,GAS,652
102,1,OIL,600
102,1A,GAS,778.14
102,1,OIL,727.5
327,1,OIL,1484
101,1,OIL,2100.4
101,1,OIL,1996.8
101,2,OIL,2558
101,1,OIL,2448
101,2,OIL,2464
101,1,OIL,3779.5
101,1,OIL,2018.4
101,1,OIL,2556.8
101,1,OIL,2042.4
101,1,OIL,2954.4
101,1,OIL,2977.5
101,2,OIL,3030
101,1,OIL,2574.3
101,1,OIL,2097.6
101,1,OIL,2064
101,2,OIL,3018.1
101,1,GAS,2333
101,2,GAS,3470.4
101,2,OIL,3459.6
101,1,OIL,2634
101,2,OIL,3146.6
101,2,OIL,2580.5
101,1,OIL,2064
101,1,OIL,2712
101,1,OIL,1996.8
101,1,OIL,2232
101,1,OIL,2232
101,2,OIL,2931.4
101,2,OIL,3028.4
101,1,OIL,1929.6
101,2A,OIL,3882.8
101,1,ELECTRIC,3176.5
101,1,OIL,3094.4
101,1,GAS,2082
101,1,GAS,2329.6
101,1,GAS,2232.8
101,1,OIL,2238.5
101,1,ELECTRIC,2268
101,1,ELECTRIC,2254
101,1,ELECTRIC,2218
101,1,ELECTRIC,1965.6
101,1,ELECTRIC,2100
101,1,GAS,3745.8
101,2,GAS,3286.4
101,2,OIL,2556
101,2,OIL,3067.2
101,1,OIL,2325.5
101,2,OIL,2848
101,2,GAS,3080
101,2,GAS,1372
101,2,OIL,1138
101,1T,GAS,1792.75
101,1T,OIL,2007.25
101,1T,OIL,1521.5
101,1,OIL,880
101,2,OIL,1939
101,1,GAS,946
101,2,GAS,2545
101,2,GAS,2150.4
101,1H,GAS,1224
101,1,OIL,2256
101,1H,OIL,1510
101,1,OIL,912
931,,,0
101,1,GAS,1963.5
101,1T,GAS,1660
101,1T,GAS,1458
101,1T,GAS,1980
101,1T,OIL,1700
101,2,GAS,1980
101,1,GAS,1031.25
101,1T,OIL,1641.5
101,1H,OIL,854
101,1T,OIL,1138
101,1T,GAS,1673.5
104,2,GAS,1892
105,2H,GAS,2520
340,2,GAS,1872
111,2A,GAS,2942
104,2A,OIL,2050
111,3,OIL,5155
101,1T,GAS,1623
132,,,0
101,1,OIL,1318
104,2,GAS,2255
101,1,OIL,1169
104,2,GAS,2875.6
101,1,GAS,1558
101,2A,GAS,2292
101,1,GAS,1282
101,1,GAS,970
101,1,OIL,1450
101,1,OIL,1642
101,1,GAS,2590
101,1,OIL,1090
101,2,OIL,2725.2
101,1,OIL,1546
101,1,OIL,1354
101,1,OIL,1582
101,1,GAS,970
101,1,OIL,2335.6
101,1,GAS,1263.2
101,1,OIL,1548.2
101,1,GAS,1450
101,1,OIL,1642
101,1,OIL,1757.2
101,2,GAS,2096
101,1,GAS,1066
101,1,OIL,1846
101,1,OIL,1802
101,1,GAS,970
101,1,GAS,1162
102,1,GAS,1786
102,1,GAS,2294.2
102,1,OIL,1968.7
102,1,GAS,1219
101,2,GAS,2700
101,2A,GAS,4469.44
101,2,GAS,3676.5
101,2,GAS,4191.6
101,2,GAS,4203.3
101,2A,GAS,2548
101,2,GAS,3700.4
101,2,GAS,2576
936,,,0
101,2A,OIL,3120
101,1,OIL,2506
101,2A,OIL,2740
930,,,0
930,,,0
132,,,0
132,,,0
104,2,ELECTRIC,2048
104,2,ELECTRIC,2048
104,2A,GAS,2176
104,2A,OIL,2284
101,1H,OIL,1428
101,2,OIL,1416
101,2,OIL,2096
101,1,OIL,1147.5
104,2,OIL,2256
102,2,ELECTRIC,966
102,2,ELECTRIC,966
101,1T,OIL,1322.4
402,1,OIL,3600
132,,,0
101,2A,OIL,2997
927,1,OIL,54301.9
927,2A,GAS,83902.4
101,1T,GAS,2198
101,1T,OIL,1132
101,1,OIL,2352
332,1,OIL,1698
101,2,GAS,1795.8
101,2,GAS,2063.5
101,2,OIL,1412.5
101,2,OIL,1457
101,1,OIL,1232
101,1T,OIL,1428
101,2A,OIL,2616
101,2A,OIL,1565.4
101,1T,GAS,1204.75
101,1T,OIL,1204.75
101,1,GAS,1146
930,,,0
101,1,GAS,1424.8
101,2,GAS,2128.5
101,1T,OIL,1086.5
101,2A,GAS,1276
101,1T,OIL,979.5
930,,,0
340,1,OIL,1080
930,,,0
13,1T,GAS,2586
101,1T,GAS,980
930,,,0
105,2A,GAS,2223.6
31,1T,OIL,2854.4
935,2,GAS,3480
326,1,GAS,7842.5
956,3,GAS,4484
922,2,GAS,23763
953,,,0
101,1,OIL,1679
928,,,0
325,2,OIL,5960
105,2A,GAS,3424.8
101,1,OIL,1677
101,1,OIL,1170
936,,,0
101,1H,OIL,2170
101,2A,OIL,3798
930,,,0
132,,,0
101,1,OIL,1586
101,1,OIL,3541.4
101,1H,OIL,2328
132,,,0
101,1,OIL,2155
101,1,OIL,2574
101,1,GAS,2236
101,1,OIL,1708
101,2,OIL,2028
104,2A,OIL,6052.84
101,2,OIL,1911
101,1T,OIL,1116.5
101,1T,GAS,1758
101,2,GAS,2078.75
104,2A,GAS,1908.8
101,1T,GAS,1669.5
104,1T,GAS,1755.25
101,1,OIL,1825.2
101,1,GAS,2718.8
101,2,OIL,1589
101,2,GAS,1452
101,1T,GAS,1929
101,2,OIL,1740
101,2,OIL,1836
101,1,OIL,2058.5
101,1,OIL,2076
132,,,0
101,2,GAS,2269.55
104,2A,OIL,2905
101,2,OIL,1224.6
101,1T,OIL,2214
936,,,0
101,1,OIL,2014
101,1,OIL,1040
101,1T,OIL,1571
101,2,GAS,2829
101,2,OIL,2157
101,2,GAS,1869.24
101,1T,OIL,2097
101,2A,OIL,1297.44
101,1,OIL,1552.32
109,1H,GAS,2227.5
101,1T,OIL,1589
101,1,OIL,960
101,2A,OIL,1712
101,1A,GAS,1308
101,2A,GAS,2459.2
101,2A,OIL,1796
101,1A,GAS,1406.24
101,1T,OIL,1572
101,1H,OIL,1186.5
930,,,0
105,2,OIL,2974.5
930,,,0
101,2,GAS,2360
104,1T,OIL,1791
101,1T,GAS,2442
104,2,GAS,1809.4
101,1,GAS,1639.6
101,1T,GAS,1517.5
101,1T,GAS,2207.25
101,1,OIL,1118.75
132,,,0
104,2,GAS,3281.9
132,,,0
101,1T,GAS,1592
101,2A,GAS,2424
101,1T,OIL,1421
101,1A,OIL,1695.8
101,2A,OIL,2035
101,1T,OIL,1284
101,1H,GAS,2283
101,1H,OIL,1550.4
101,1T,OIL,1260
101,1H,OIL,1330
101,1,OIL,914
101,1,OIL,1426.25
101,2A,OIL,2088.8
101,1,OIL,1692
101,2A,OIL,1987
104,2A,OIL,3294.5
101,2A,OIL,1428
101,1T,OIL,2754
101,1,OIL,1934.8
101,1,OIL,1296
101,2,OIL,1564.4
101,1T,OIL,1260
104,2H,GAS,2676
104,2A,OIL,2551.77
101,1,GAS,1992
101,2,GAS,1526.4
104,2H,GAS,2520
101,1,OIL,2143.6
101,2,GAS,1468
101,2,OIL,2968
101,1,GAS,1335
101,2A,OIL,1854
101,1,OIL,1368
101,1,OIL,1554
101,1,GAS,768
101,2,OIL,2090
101,1T,OIL,1774
101,1T,OIL,2584
104,2,OIL,4613
101,1,GAS,1865
101,2A,GAS,3344.2
101,1A,GAS,2194
101,2,OIL,1497.6
101,2A,GAS,2547.2
101,2A,OIL,1539
101,2,OIL,2220
