"USECODE","FUELTYPE","AREASQ","STORYHEIGHT"
"323",NA,20278,1
"401",NA,22489,1
"031",NA,3360,2
"326",NA,4643,1
"330",NA,864,1
"338",NA,5810,1
"325",NA,4500,1
"323",NA,10772,2
"323",NA,6560,1
"334",NA,3095,1
"325",NA,3000,1
"031",NA,4800,2
"013",NA,6048,2
"400",NA,97590,3
"400",NA,13170,1
"400",NA,17000,1
"400",NA,1925,1
"400",NA,520,1
"334",NA,1908,1
"323",NA,31642,1
"326",NA,3744,2
"326",NA,6038,1
"334",NA,2205,1
"934",NA,54984,2
"960",NA,3350,3
"960",NA,4145,2
"935",NA,1354,1
"342",NA,1750,1
"930",NA,7342,1
"970",NA,1080,1
"970",NA,13140,2
"970",NA,6570,2
"970",NA,10608,2
"903",NA,4000,1
"934",NA,57570,2
"332",NA,1750,1
"325",NA,5324,1
"332",NA,1321,1
"400",NA,2166,1
"332",NA,1551,1
"931",NA,4510,1
"355",NA,14636,2
"013",NA,3213,2
"325",NA,7192,1
"340",NA,6592,2
"401",NA,10000,2
"140",NA,3716,2
"340",NA,9554,3
"013",NA,4120,2
"971",NA,13198,1
"971",NA,1856,1
"344",NA,860,NA
"344",NA,872,NA
"344",NA,840,NA
"344",NA,980,2
"344",NA,890,2
"953",NA,4380,1
"953",NA,1568,1
"316",NA,7370,2
"031",NA,2100,2
"031",NA,4096,2
"903",NA,800,1
"903",NA,1424,2
"031",NA,5994,2
"325",NA,2588,1
"960",NA,22416,1
"934",NA,68844,3
"326",NA,280,1
"112",NA,34215,3
"112",NA,48660,4
"970",NA,88060,2
"970",NA,22320,2
"970",NA,5430,2
"970",NA,1917,1
"316",NA,5205,1
"031",NA,1411,1
"031",NA,1440,2
"325",NA,2260,2
"101","OIL",3248,2
"101","OIL",2004,1
"101","GAS",1215,1
"101","OIL",2337,2
"101","GAS",2318,1
"101","GAS",2134,2
"101","GAS",1908,1.7
"101","OIL",1536,1
"101","GAS",1950,2
"101","GAS",2334,1.7
"101","OIL",2014,1.7
"101","OIL",966,1
"101","GAS",2824,1
"101","GAS",2064,1
"101","GAS",1104,1
"101","GAS",2786,2
"101","GAS",2862,1
"101","GAS",1728,1
"101","GAS",1490,1
"101","GAS",1418,1
"101","GAS",3785,1
"101","GAS",3416,1
"101","GAS",1152,1
"101","GAS",2712,1
"101","GAS",960,1
"101","GAS",1220,1
"101","GAS",1832,1
"101","GAS",960,1
"101","GAS",2832,1.7
"101","GAS",3473,2
"101","GAS",2629,2
"101","GAS",1910,1
"101","GAS",1813,1
"101","GAS",3082,2
"101","GAS",1360,1
"101","GAS",1428,1
"101","GAS",2400,1
"101","GAS",2244,1
"101","GAS",2032,1
"101","GAS",1584,1
"101","GAS",2962,2
"959","GAS",1848,1
"101","GAS",1798,1
"101","GAS",1416,1
"101","GAS",1660,1
"101","GAS",2492,1
"101","GAS",1482,1
"101","GAS",2080,2
"101","GAS",2208,2
"101","GAS",1903,1
"101","GAS",3422,2
"101","GAS",1895,1
"101","GAS",1554,1
"101","OIL",1518,2
"101","OIL",1872,1
"101","OIL",1808,1
"101","OIL",1664,2
"101","OIL",1040,1
"101","OIL",1560,2
"101","GAS",1785,1.7
"101","GAS",1776,2
"101","GAS",3199,1
"101","GAS",4704,2
"101","GAS",2340,2
"101","GAS",3108,2
"101","GAS",3512,2
"101","GAS",3816,2
"101","GAS",3506,2
"101","GAS",960,1
"101","GAS",3416,2
"101","GAS",1728,1
"101","GAS",3836,2
"101","GAS",1820,1
"101","GAS",3076,1
"101","GAS",1776,1
"101","GAS",2044,1
"101","OIL",2076,2
"101","GAS",2428,1
"101","GAS",1844,1
"101","GAS",1907,1
"101","GAS",2534,1
"101","GAS",2176,1
"101","GAS",2112,1
"101","GAS",1716,1
"101","GAS",1950,1
"101","GAS",1912,1
"101","GAS",2676,1
"101","GAS",1651,1
"101","GAS",1406,1
"101","GAS",2967,1
"101","GAS",1654,1
"101","GAS",2166,1
"101","GAS",2125,1
"101","GAS",1878,1
"101","GAS",2684,1
"101","GAS",2060,1
